Flight_ID,Flight_Number,Origin_Airport,Destination_Airport,Aircraft_ID,Scheduled_Departure,Actual_Departure,Scheduled_Arrival,Actual_Arrival,Flight_Status,Distance_KM,Delay_Minutes
FL-050059,SV-848,CDG,JFK,AC-035,2024-12-02 22:45:00,2024-12-02 23:28:00,2024-12-03 03:36:00,2024-12-03 04:19:00,Delayed,3492,43
FL-050060,SV-514,CDG,DMM,AC-010,2024-02-23 12:55:00,2024-02-23 13:28:00,2024-02-23 16:47:00,2024-02-23 17:20:00,Delayed,2792,33
FL-050061,SV-599,LHR,JFK,AC-049,2024-09-18 05:04:00,2024-09-18 05:18:00,2024-09-18 07:24:00,2024-09-18 07:38:00,On-Time,1683,14
FL-050062,SV-910,DMM,JED,AC-034,2025-04-21 11:02:00,2025-04-21 11:37:00,2025-04-21 16:39:00,2025-04-21 17:14:00,Delayed,4048,35
FL-050063,SV-811,JFK,CDG,AC-048,2025-11-12 21:04:00,2025-11-12 21:11:00,2025-11-13 05:57:00,2025-11-13 06:04:00,On-Time,6402,7
FL-050064,SV-988,JFK,CDG,AC-028,2025-04-11 11:27:00,2025-04-11 11:57:00,2025-04-11 12:52:00,2025-04-11 13:22:00,Delayed,1027,30
FL-050065,SV-280,DMM,LHR,AC-011,2025-09-10 21:37:00,2025-09-10 23:33:00,2025-09-11 03:29:00,2025-09-11 05:25:00,Delayed,4225,116
FL-050066,SV-488,JED,CDG,AC-007,2025-11-11 10:47:00,2025-11-11 10:50:00,2025-11-11 16:56:00,2025-11-11 16:59:00,On-Time,4438,3
FL-050067,SV-741,RUH,DXB,AC-032,2025-09-28 10:45:00,2025-09-28 10:45:00,2025-09-28 15:44:00,2025-09-28 15:38:00,On-Time,3590,0
FL-050068,SV-732,LHR,JED,AC-004,2025-11-06 11:53:00,2025-11-06 11:58:00,2025-11-06 13:33:00,2025-11-06 13:38:00,On-Time,1203,5
FL-050069,SV-286,CDG,JFK,AC-036,2024-02-27 09:39:00,2024-02-27 09:39:00,2024-02-27 17:58:00,2024-02-27 17:53:00,On-Time,5996,0
FL-050070,SV-838,RUH,LHR,AC-023,2024-04-14 21:30:00,2024-04-14 21:30:00,2024-04-15 07:00:00,2024-04-15 06:59:00,On-Time,6847,0
FL-050071,SV-773,CDG,JED,AC-047,2024-12-28 17:27:00,2024-12-28 18:00:00,2024-12-29 03:09:00,2024-12-29 03:42:00,Delayed,6985,33
FL-050072,SV-723,CDG,IST,AC-028,2024-06-09 00:31:00,2024-06-09 01:07:00,2024-06-09 06:48:00,2024-06-09 07:24:00,Delayed,4526,36
FL-050073,SV-567,DMM,CDG,AC-019,2024-05-22 21:15:00,,2024-05-23 03:54:00,,Cancelled,4790,0
FL-050074,SV-556,RUH,LHR,AC-047,2025-08-27 22:01:00,2025-08-27 22:01:00,2025-08-28 04:15:00,2025-08-28 04:12:00,On-Time,4491,0
FL-050075,SV-233,JED,LHR,AC-027,2025-03-02 23:22:00,2025-03-02 23:36:00,2025-03-03 02:37:00,2025-03-03 02:51:00,On-Time,2348,14
FL-050076,SV-797,DXB,LHR,AC-005,2024-06-19 13:07:00,2024-06-19 13:56:00,2024-06-19 21:47:00,2024-06-19 22:36:00,Delayed,6244,49
FL-050077,SV-274,DXB,DMM,AC-017,2025-10-20 12:18:00,2025-10-20 12:19:00,2025-10-20 21:25:00,2025-10-20 21:26:00,On-Time,6570,1
FL-050078,SV-360,RUH,DMM,AC-010,2025-11-08 12:36:00,2025-11-08 12:36:00,2025-11-08 14:53:00,2025-11-08 14:48:00,On-Time,1655,0
FL-050079,SV-416,LHR,JED,AC-016,2025-12-09 06:39:00,2025-12-09 06:50:00,2025-12-09 15:27:00,2025-12-09 15:38:00,On-Time,6343,11
FL-050080,SV-923,DMM,LHR,AC-042,2025-11-05 01:54:00,2025-11-05 01:54:00,2025-11-05 05:08:00,2025-11-05 05:04:00,On-Time,2329,0
FL-050081,SV-969,IST,CDG,AC-025,2024-11-24 07:22:00,2024-11-24 07:57:00,2024-11-24 13:02:00,2024-11-24 13:37:00,Delayed,4086,35
FL-050082,SV-986,JED,DMM,AC-021,2024-12-07 03:46:00,2024-12-07 03:46:00,2024-12-07 05:12:00,2024-12-07 05:07:00,On-Time,1037,0
FL-050083,SV-368,JED,RUH,AC-040,2025-09-09 06:13:00,2025-09-09 06:50:00,2025-09-09 12:05:00,2025-09-09 12:42:00,Delayed,4231,37
FL-050084,SV-893,JED,LHR,AC-003,2024-03-08 15:01:00,2024-03-08 15:03:00,2024-03-08 18:55:00,2024-03-08 18:57:00,On-Time,2813,2
FL-050085,SV-569,JFK,IST,AC-029,2025-11-03 13:19:00,2025-11-03 13:19:00,2025-11-03 17:51:00,2025-11-03 17:48:00,On-Time,3272,0
FL-050086,SV-323,RUH,JFK,AC-039,2025-09-16 08:17:00,2025-09-16 08:17:00,2025-09-16 14:28:00,2025-09-16 14:26:00,On-Time,4453,0
FL-050087,SV-351,LHR,IST,AC-025,2024-04-13 20:09:00,2024-04-13 20:09:00,2024-04-13 23:17:00,2024-04-13 23:07:00,On-Time,2264,0
FL-050088,SV-163,IST,JED,AC-041,2025-03-29 14:44:00,2025-03-29 14:53:00,2025-03-29 18:55:00,2025-03-29 19:04:00,On-Time,3021,9
FL-050089,SV-929,JFK,DMM,AC-044,2025-10-30 15:11:00,2025-10-30 15:21:00,2025-10-30 17:28:00,2025-10-30 17:38:00,On-Time,1653,10
FL-050090,SV-563,LHR,CDG,AC-009,2025-04-17 14:05:00,2025-04-17 14:30:00,2025-04-17 14:51:00,2025-04-17 15:16:00,Delayed,561,25
FL-050091,SV-223,LHR,IST,AC-003,2024-11-04 06:18:00,2024-11-04 06:18:00,2024-11-04 07:17:00,2024-11-04 07:12:00,On-Time,709,0
FL-050092,SV-681,IST,JED,AC-017,2024-11-10 10:09:00,2024-11-10 10:19:00,2024-11-10 16:30:00,2024-11-10 16:40:00,On-Time,4575,10
FL-050093,SV-337,LHR,JFK,AC-021,2024-03-13 16:07:00,2024-03-13 16:09:00,2024-03-14 00:43:00,2024-03-14 00:45:00,On-Time,6201,2
FL-050094,SV-174,LHR,JED,AC-024,2024-12-06 03:12:00,,2024-12-06 11:49:00,,Cancelled,6212,0
FL-050095,SV-541,RUH,CDG,AC-003,2025-06-17 00:26:00,2025-06-17 00:34:00,2025-06-17 01:42:00,2025-06-17 01:50:00,On-Time,917,8
FL-050096,SV-599,RUH,DMM,AC-023,2025-12-26 10:32:00,2025-12-26 11:43:00,2025-12-26 15:27:00,2025-12-26 16:38:00,Delayed,3550,71
FL-050097,SV-621,IST,JFK,AC-004,2024-02-04 16:14:00,2024-02-04 17:24:00,2024-02-05 01:52:00,2024-02-05 03:02:00,Delayed,6939,70
FL-050098,SV-367,LHR,JFK,AC-016,2024-09-20 09:09:00,2024-09-20 09:09:00,2024-09-20 16:09:00,2024-09-20 16:06:00,On-Time,5046,0
FL-050099,SV-586,LHR,JED,AC-035,2025-06-10 10:31:00,2025-06-10 10:44:00,2025-06-10 14:07:00,2025-06-10 14:20:00,On-Time,2602,13
FL-050100,SV-699,JED,RUH,AC-039,2025-09-21 08:12:00,2025-09-21 08:20:00,2025-09-21 10:10:00,2025-09-21 10:18:00,On-Time,1425,8
FL-050101,SV-149,JFK,IST,AC-038,2024-04-09 05:50:00,2024-04-09 07:42:00,2024-04-09 12:38:00,2024-04-09 14:30:00,Delayed,4900,112
FL-050102,SV-754,IST,RUH,AC-003,2025-09-23 01:25:00,2025-09-23 01:38:00,2025-09-23 08:37:00,2025-09-23 08:50:00,On-Time,5191,13
FL-050103,SV-158,RUH,IST,AC-031,2025-08-10 23:33:00,2025-08-10 23:39:00,2025-08-11 04:29:00,2025-08-11 04:35:00,On-Time,3560,6
FL-050104,SV-553,JED,RUH,AC-017,2024-12-11 23:59:00,2024-12-12 00:06:00,2024-12-12 05:00:00,2024-12-12 05:07:00,On-Time,3613,7
FL-050105,SV-929,DMM,CDG,AC-012,2024-07-15 14:39:00,2024-07-15 14:42:00,2024-07-15 18:20:00,2024-07-15 18:23:00,On-Time,2662,3
FL-050106,SV-822,JED,RUH,AC-040,2025-11-04 01:25:00,2025-11-04 02:37:00,2025-11-04 08:29:00,2025-11-04 09:41:00,Delayed,5090,72
FL-050107,SV-171,JFK,CDG,AC-012,2024-12-29 12:42:00,2024-12-29 12:56:00,2024-12-29 21:05:00,2024-12-29 21:19:00,On-Time,6037,14
FL-050108,SV-855,DMM,CDG,AC-030,2025-11-03 01:31:00,2025-11-03 02:14:00,2025-11-03 03:41:00,2025-11-03 04:24:00,Delayed,1570,43
FL-050109,SV-850,LHR,RUH,AC-038,2025-03-10 00:05:00,2025-03-10 00:06:00,2025-03-10 07:34:00,2025-03-10 07:35:00,On-Time,5390,1
FL-050110,SV-289,JED,LHR,AC-022,2024-04-14 11:06:00,2024-04-14 11:21:00,2024-04-14 12:36:00,2024-04-14 12:51:00,Delayed,1090,15
FL-050111,SV-661,JFK,IST,AC-020,2024-04-27 14:28:00,2024-04-27 14:29:00,2024-04-27 23:54:00,2024-04-27 23:55:00,On-Time,6802,1
FL-050112,SV-816,IST,JFK,AC-023,2024-12-15 16:44:00,2024-12-15 16:48:00,2024-12-15 18:54:00,2024-12-15 18:58:00,On-Time,1570,4
FL-050113,SV-665,JED,DMM,AC-011,2024-02-03 09:21:00,,2024-02-03 17:53:00,,Cancelled,6153,0
FL-050114,SV-921,JFK,RUH,AC-026,2024-10-08 11:07:00,2024-10-08 11:10:00,2024-10-08 20:37:00,2024-10-08 20:40:00,On-Time,6846,3
FL-050115,SV-835,IST,RUH,AC-014,2025-02-11 17:47:00,2025-02-11 17:47:00,2025-02-11 21:22:00,2025-02-11 21:12:00,On-Time,2590,0
FL-050116,SV-255,JED,LHR,AC-018,2025-07-25 05:07:00,2025-07-25 05:07:00,2025-07-25 07:31:00,2025-07-25 07:29:00,On-Time,1730,0
FL-050117,SV-971,IST,JFK,AC-032,2024-08-29 07:14:00,,2024-08-29 11:34:00,,Cancelled,3126,0
FL-050118,SV-662,JFK,DXB,AC-025,2024-11-03 11:07:00,2024-11-03 11:13:00,2024-11-03 19:15:00,2024-11-03 19:21:00,On-Time,5859,6
FL-050119,SV-852,LHR,JED,AC-043,2024-02-15 00:26:00,2024-02-15 01:29:00,2024-02-15 03:03:00,2024-02-15 04:06:00,Delayed,1893,63
FL-050120,SV-941,CDG,RUH,AC-030,2025-05-16 07:42:00,2025-05-16 07:54:00,2025-05-16 15:52:00,2025-05-16 16:04:00,On-Time,5882,12
FL-050121,SV-772,JFK,IST,AC-005,2025-06-04 17:23:00,2025-06-04 17:28:00,2025-06-05 01:15:00,2025-06-05 01:20:00,On-Time,5671,5
FL-050122,SV-740,CDG,DMM,AC-020,2025-08-13 04:26:00,2025-08-13 04:39:00,2025-08-13 10:27:00,2025-08-13 10:40:00,On-Time,4332,13
FL-050123,SV-184,DXB,CDG,AC-017,2025-03-25 17:32:00,2025-03-25 17:42:00,2025-03-26 01:21:00,2025-03-26 01:31:00,On-Time,5631,10
FL-050124,SV-168,RUH,LHR,AC-032,2025-12-14 13:14:00,2025-12-14 13:14:00,2025-12-14 18:11:00,2025-12-14 18:05:00,On-Time,3572,0
FL-050125,SV-484,CDG,IST,AC-004,2024-12-14 04:33:00,2024-12-14 04:33:00,2024-12-14 11:53:00,2024-12-14 11:43:00,On-Time,5290,0
FL-050126,SV-472,JED,IST,AC-033,2024-06-05 17:26:00,2024-06-05 17:40:00,2024-06-05 18:47:00,2024-06-05 19:01:00,On-Time,982,14
FL-050127,SV-154,CDG,DMM,AC-035,2024-03-08 01:46:00,2024-03-08 02:12:00,2024-03-08 07:49:00,2024-03-08 08:15:00,Delayed,4357,26
FL-050128,SV-184,CDG,RUH,AC-001,2024-01-29 05:15:00,2024-01-29 05:15:00,2024-01-29 13:07:00,2024-01-29 13:07:00,On-Time,5669,0
FL-050129,SV-956,IST,LHR,AC-010,2024-08-17 19:52:00,2024-08-17 20:05:00,2024-08-18 02:20:00,2024-08-18 02:33:00,On-Time,4661,13
FL-050130,SV-940,DMM,JFK,AC-041,2025-05-16 02:15:00,2025-05-16 02:19:00,2025-05-16 11:11:00,2025-05-16 11:15:00,On-Time,6435,4
FL-050131,SV-691,DMM,IST,AC-030,2025-08-09 13:16:00,2025-08-09 13:16:00,2025-08-09 18:16:00,2025-08-09 18:12:00,On-Time,3604,0
FL-050132,SV-831,IST,DXB,AC-033,2024-12-21 14:07:00,2024-12-21 14:07:00,2024-12-21 17:46:00,2024-12-21 17:44:00,On-Time,2634,0
FL-050133,SV-721,IST,RUH,AC-038,2025-12-02 15:36:00,2025-12-02 15:57:00,2025-12-02 20:47:00,2025-12-02 21:08:00,Delayed,3736,21
FL-050134,SV-864,IST,DXB,AC-049,2025-06-05 03:13:00,2025-06-05 03:13:00,2025-06-05 11:29:00,2025-06-05 11:20:00,On-Time,5953,0
FL-050135,SV-416,DMM,JED,AC-016,2024-07-14 19:31:00,2024-07-14 20:52:00,2024-07-14 23:23:00,2024-07-15 00:44:00,Delayed,2787,81
FL-050136,SV-263,JFK,CDG,AC-049,2024-09-03 10:52:00,2024-09-03 10:52:00,2024-09-03 13:46:00,2024-09-03 13:45:00,On-Time,2097,0
FL-050137,SV-714,DXB,IST,AC-007,2025-12-21 22:13:00,2025-12-21 22:17:00,2025-12-22 05:38:00,2025-12-22 05:42:00,On-Time,5343,4
FL-050138,SV-724,DMM,IST,AC-003,2024-07-15 22:01:00,2024-07-16 00:14:00,2024-07-16 07:05:00,2024-07-16 09:18:00,Delayed,6536,133
FL-050139,SV-351,JFK,JED,AC-017,2024-08-17 00:56:00,2024-08-17 00:57:00,2024-08-17 10:13:00,2024-08-17 10:14:00,On-Time,6689,1
FL-050140,SV-251,IST,DXB,AC-031,2024-11-22 00:19:00,2024-11-22 00:19:00,2024-11-22 05:26:00,2024-11-22 05:17:00,On-Time,3692,0
FL-050141,SV-435,CDG,JED,AC-008,2025-02-18 12:55:00,,2025-02-18 14:00:00,,Cancelled,790,0
FL-050142,SV-467,DMM,LHR,AC-043,2025-01-22 19:38:00,2025-01-22 19:41:00,2025-01-23 04:56:00,2025-01-23 04:59:00,On-Time,6703,3
FL-050143,SV-862,DMM,LHR,AC-034,2025-07-09 17:12:00,2025-07-09 17:19:00,2025-07-10 00:29:00,2025-07-10 00:36:00,On-Time,5253,7
FL-050144,SV-965,IST,JFK,AC-003,2025-06-28 12:50:00,2025-06-28 13:00:00,2025-06-28 16:19:00,2025-06-28 16:29:00,On-Time,2518,10
FL-050145,SV-699,IST,DMM,AC-002,2024-05-25 06:12:00,2024-05-25 06:18:00,2024-05-25 08:35:00,2024-05-25 08:41:00,On-Time,1721,6
FL-050146,SV-199,DXB,DMM,AC-001,2025-01-11 15:37:00,2025-01-11 15:37:00,2025-01-12 00:44:00,2025-01-12 00:38:00,On-Time,6565,0
FL-050147,SV-219,LHR,DMM,AC-042,2024-03-13 15:03:00,2024-03-13 15:04:00,2024-03-13 19:17:00,2024-03-13 19:18:00,On-Time,3051,1
FL-050148,SV-484,LHR,JED,AC-015,2025-11-02 09:35:00,2025-11-02 09:52:00,2025-11-02 14:22:00,2025-11-02 14:39:00,Delayed,3448,17
FL-050149,SV-402,LHR,JFK,AC-020,2024-01-20 04:17:00,2024-01-20 04:21:00,2024-01-20 10:07:00,2024-01-20 10:11:00,On-Time,4204,4
FL-050150,SV-815,IST,JED,AC-021,2024-07-07 14:18:00,2024-07-07 16:00:00,2024-07-07 21:32:00,2024-07-07 23:14:00,Delayed,5215,102
FL-050151,SV-248,JED,DXB,AC-016,2025-11-13 15:11:00,2025-11-13 15:22:00,2025-11-13 19:57:00,2025-11-13 20:08:00,On-Time,3435,11
FL-050152,SV-300,JFK,RUH,AC-019,2025-05-13 23:11:00,2025-05-13 23:22:00,2025-05-14 04:46:00,2025-05-14 04:57:00,On-Time,4022,11
FL-050153,SV-906,CDG,RUH,AC-024,2025-03-04 09:56:00,,2025-03-04 13:32:00,,Cancelled,2603,0
FL-050154,SV-102,JFK,DXB,AC-021,2024-10-03 21:02:00,2024-10-03 21:02:00,2024-10-03 22:23:00,2024-10-03 22:15:00,On-Time,979,0
FL-050155,SV-499,LHR,DMM,AC-048,2025-07-06 23:40:00,2025-07-06 23:40:00,2025-07-07 07:47:00,2025-07-07 07:45:00,On-Time,5848,0
FL-050156,SV-167,IST,JED,AC-001,2025-01-26 18:57:00,2025-01-26 18:58:00,2025-01-26 20:40:00,2025-01-26 20:41:00,On-Time,1238,1
FL-050157,SV-253,DXB,IST,AC-048,2024-01-03 19:16:00,2024-01-03 19:27:00,2024-01-03 23:23:00,2024-01-03 23:34:00,On-Time,2968,11
FL-050158,SV-593,LHR,IST,AC-025,2025-05-30 18:30:00,2025-05-30 18:30:00,2025-05-31 02:42:00,2025-05-31 02:42:00,On-Time,5913,0
FL-050159,SV-281,IST,DXB,AC-049,2024-06-11 17:09:00,2024-06-11 17:09:00,2024-06-11 23:43:00,2024-06-11 23:38:00,On-Time,4729,0
FL-050160,SV-624,CDG,LHR,AC-018,2024-03-21 12:37:00,2024-03-21 12:37:00,2024-03-21 22:14:00,2024-03-21 22:07:00,On-Time,6933,0
FL-050161,SV-288,IST,JFK,AC-003,2025-03-24 00:42:00,2025-03-24 01:15:00,2025-03-24 09:12:00,2025-03-24 09:45:00,Delayed,6129,33
FL-050162,SV-119,CDG,DXB,AC-003,2024-04-16 23:52:00,2024-04-16 23:52:00,2024-04-17 07:13:00,2024-04-17 07:06:00,On-Time,5301,0
FL-050163,SV-950,IST,JED,AC-005,2024-05-13 17:25:00,2024-05-13 17:25:00,2024-05-13 18:31:00,2024-05-13 18:25:00,On-Time,794,0
FL-050164,SV-382,DMM,JED,AC-003,2025-06-06 01:44:00,2025-06-06 02:00:00,2025-06-06 07:45:00,2025-06-06 08:01:00,Delayed,4333,16
FL-050165,SV-997,DMM,CDG,AC-027,2025-03-06 06:34:00,2025-03-06 06:44:00,2025-03-06 12:48:00,2025-03-06 12:58:00,On-Time,4497,10
FL-050166,SV-109,DMM,JED,AC-001,2025-07-25 21:03:00,2025-07-25 21:43:00,2025-07-25 22:30:00,2025-07-25 23:10:00,Delayed,1046,40
FL-050167,SV-799,JED,IST,AC-009,2024-10-31 09:01:00,2024-10-31 09:01:00,2024-10-31 14:14:00,2024-10-31 14:05:00,On-Time,3759,0
FL-050168,SV-956,LHR,JED,AC-012,2024-02-07 19:00:00,2024-02-07 19:12:00,2024-02-07 23:06:00,2024-02-07 23:18:00,On-Time,2956,12
FL-050169,SV-630,LHR,JED,AC-004,2025-11-07 17:48:00,2025-11-07 17:56:00,2025-11-07 18:50:00,2025-11-07 18:58:00,On-Time,744,8
FL-050170,SV-754,DXB,CDG,AC-031,2024-01-15 06:15:00,2024-01-15 06:23:00,2024-01-15 10:37:00,2024-01-15 10:45:00,On-Time,3148,8
FL-050171,SV-714,CDG,RUH,AC-018,2024-11-12 14:46:00,2024-11-12 14:46:00,2024-11-12 22:10:00,2024-11-12 22:04:00,On-Time,5334,0
FL-050172,SV-402,IST,DMM,AC-032,2025-08-01 17:51:00,,2025-08-02 03:01:00,,Cancelled,6606,0
FL-050173,SV-340,DXB,JFK,AC-003,2025-03-12 03:00:00,2025-03-12 03:00:00,2025-03-12 03:52:00,2025-03-12 03:51:00,On-Time,626,0
FL-050174,SV-251,LHR,DMM,AC-004,2025-08-05 05:58:00,2025-08-05 06:06:00,2025-08-05 10:09:00,2025-08-05 10:17:00,On-Time,3013,8
FL-050175,SV-883,DMM,LHR,AC-025,2025-08-14 16:45:00,2025-08-14 16:58:00,2025-08-15 00:23:00,2025-08-15 00:36:00,On-Time,5504,13
FL-050176,SV-436,JED,LHR,AC-025,2024-03-28 16:44:00,2024-03-28 17:03:00,2024-03-29 02:03:00,2024-03-29 02:22:00,Delayed,6708,19
FL-050177,SV-287,RUH,CDG,AC-014,2025-06-14 21:41:00,2025-06-14 22:56:00,2025-06-15 00:08:00,2025-06-15 01:23:00,Delayed,1767,75
FL-050178,SV-563,RUH,DXB,AC-043,2025-12-07 16:01:00,2025-12-07 16:10:00,2025-12-07 23:32:00,2025-12-07 23:41:00,On-Time,5421,9
FL-050179,SV-821,DMM,LHR,AC-021,2025-08-01 06:51:00,2025-08-01 06:51:00,2025-08-01 09:22:00,2025-08-01 09:14:00,On-Time,1815,0
FL-050180,SV-276,DMM,JED,AC-011,2025-07-23 10:24:00,2025-07-23 10:24:00,2025-07-23 18:05:00,2025-07-23 18:01:00,On-Time,5536,0
FL-050181,SV-805,DXB,DMM,AC-021,2024-11-06 16:19:00,2024-11-06 16:28:00,2024-11-06 23:33:00,2024-11-06 23:42:00,On-Time,5213,9
FL-050182,SV-276,LHR,JFK,AC-049,2025-09-21 03:56:00,2025-09-21 03:56:00,2025-09-21 04:51:00,2025-09-21 04:44:00,On-Time,661,0
FL-050183,SV-980,JFK,CDG,AC-004,2025-02-18 15:11:00,2025-02-18 15:25:00,2025-02-18 20:01:00,2025-02-18 20:15:00,On-Time,3485,14
FL-050184,SV-514,IST,LHR,AC-023,2024-07-14 16:58:00,2024-07-14 16:58:00,2024-07-14 18:50:00,2024-07-14 18:47:00,On-Time,1345,0
FL-050185,SV-677,CDG,IST,AC-047,2024-08-12 12:11:00,,2024-08-12 20:35:00,,Cancelled,6057,0
FL-050186,SV-409,CDG,JED,AC-008,2024-05-09 14:35:00,,2024-05-09 17:02:00,,Cancelled,1770,0
FL-050187,SV-101,IST,LHR,AC-002,2024-07-20 05:40:00,2024-07-20 05:40:00,2024-07-20 13:12:00,2024-07-20 13:03:00,On-Time,5432,0
FL-050188,SV-416,DMM,JFK,AC-026,2025-12-23 04:40:00,2025-12-23 04:53:00,2025-12-23 09:08:00,2025-12-23 09:21:00,On-Time,3226,13
FL-050189,SV-882,DMM,RUH,AC-010,2025-02-17 17:07:00,2025-02-17 17:23:00,2025-02-17 21:11:00,2025-02-17 21:27:00,Delayed,2937,16
FL-050190,SV-608,RUH,LHR,AC-007,2024-07-30 04:11:00,2024-07-30 04:22:00,2024-07-30 10:25:00,2024-07-30 10:36:00,On-Time,4490,11
FL-050191,SV-671,DXB,IST,AC-002,2024-04-06 13:35:00,2024-04-06 13:35:00,2024-04-06 15:45:00,2024-04-06 15:35:00,On-Time,1565,0
FL-050192,SV-467,IST,JED,AC-028,2024-04-22 14:27:00,2024-04-22 14:51:00,2024-04-22 17:45:00,2024-04-22 18:09:00,Delayed,2377,24
FL-050193,SV-654,DMM,CDG,AC-040,2024-01-25 23:28:00,2024-01-25 23:28:00,2024-01-26 00:49:00,2024-01-26 00:40:00,On-Time,978,0
FL-050194,SV-704,CDG,RUH,AC-034,2024-12-21 02:14:00,2024-12-21 02:14:00,2024-12-21 07:22:00,2024-12-21 07:22:00,On-Time,3698,0
FL-050195,SV-325,JFK,JED,AC-020,2025-01-12 07:31:00,2025-01-12 07:42:00,2025-01-12 10:21:00,2025-01-12 10:32:00,On-Time,2040,11
FL-050196,SV-579,CDG,RUH,AC-015,2024-05-20 10:13:00,2024-05-20 12:44:00,2024-05-20 19:14:00,2024-05-20 21:45:00,Delayed,6494,151
FL-050197,SV-897,LHR,CDG,AC-029,2024-08-19 17:59:00,2024-08-19 18:04:00,2024-08-19 21:50:00,2024-08-19 21:55:00,On-Time,2775,5
FL-050198,SV-162,JFK,JED,AC-026,2024-10-13 19:05:00,2024-10-13 19:12:00,2024-10-13 20:29:00,2024-10-13 20:36:00,On-Time,1009,7
FL-050199,SV-379,JED,RUH,AC-031,2025-12-29 05:39:00,2025-12-29 05:56:00,2025-12-29 08:45:00,2025-12-29 09:02:00,Delayed,2236,17
FL-050200,SV-113,CDG,LHR,AC-025,2024-06-08 14:26:00,2024-06-08 14:26:00,2024-06-08 19:09:00,2024-06-08 19:09:00,On-Time,3407,0
FL-050201,SV-127,IST,JFK,AC-034,2025-03-11 12:14:00,2025-03-11 12:14:00,2025-03-11 19:04:00,2025-03-11 18:56:00,On-Time,4923,0
FL-050202,SV-241,DMM,JFK,AC-045,2025-03-31 16:29:00,2025-03-31 16:29:00,2025-03-31 19:59:00,2025-03-31 19:50:00,On-Time,2528,0
FL-050203,SV-719,DMM,RUH,AC-010,2025-03-11 21:15:00,2025-03-11 21:19:00,2025-03-12 06:23:00,2025-03-12 06:27:00,On-Time,6584,4
FL-050204,SV-901,JFK,IST,AC-011,2025-03-17 07:22:00,2025-03-17 07:22:00,2025-03-17 09:06:00,2025-03-17 08:56:00,On-Time,1257,0
FL-050205,SV-689,DXB,DMM,AC-041,2025-05-23 00:07:00,2025-05-23 00:10:00,2025-05-23 01:56:00,2025-05-23 01:59:00,On-Time,1310,3
FL-050206,SV-858,JED,LHR,AC-010,2025-10-11 10:14:00,2025-10-11 10:14:00,2025-10-11 18:14:00,2025-10-11 18:12:00,On-Time,5771,0
FL-050207,SV-572,CDG,RUH,AC-043,2025-02-19 18:57:00,2025-02-19 20:03:00,2025-02-20 02:08:00,2025-02-20 03:14:00,Delayed,5172,66
FL-050208,SV-623,LHR,JFK,AC-004,2024-12-09 05:42:00,2024-12-09 05:42:00,2024-12-09 09:24:00,2024-12-09 09:15:00,On-Time,2674,0
FL-050209,SV-283,JFK,DMM,AC-032,2024-01-01 04:55:00,2024-01-01 06:48:00,2024-01-01 12:15:00,2024-01-01 14:08:00,Delayed,5282,113
FL-050210,SV-416,DXB,LHR,AC-004,2024-04-07 13:06:00,2024-04-07 13:06:00,2024-04-07 19:21:00,2024-04-07 19:16:00,On-Time,4511,0
FL-050211,SV-460,IST,JFK,AC-048,2025-11-14 02:54:00,2025-11-14 03:22:00,2025-11-14 12:11:00,2025-11-14 12:39:00,Delayed,6687,28
FL-050212,SV-544,RUH,DMM,AC-040,2025-12-22 02:11:00,2025-12-22 02:22:00,2025-12-22 08:16:00,2025-12-22 08:27:00,On-Time,4386,11
FL-050213,SV-395,JED,JFK,AC-005,2024-09-13 10:15:00,2024-09-13 10:15:00,2024-09-13 12:42:00,2024-09-13 12:37:00,On-Time,1770,0
FL-050214,SV-503,LHR,JED,AC-017,2024-10-01 20:24:00,2024-10-01 20:43:00,2024-10-02 05:21:00,2024-10-02 05:40:00,Delayed,6448,19
FL-050215,SV-851,JED,LHR,AC-028,2024-05-19 21:08:00,2024-05-19 21:08:00,2024-05-19 23:49:00,2024-05-19 23:40:00,On-Time,1943,0
FL-050216,SV-362,CDG,JED,AC-042,2024-04-08 19:01:00,2024-04-08 19:10:00,2024-04-08 21:37:00,2024-04-08 21:46:00,On-Time,1879,9
FL-050217,SV-946,RUH,IST,AC-008,2025-02-28 09:34:00,2025-02-28 09:42:00,2025-02-28 10:47:00,2025-02-28 10:55:00,On-Time,878,8
FL-050218,SV-476,JED,LHR,AC-038,2025-01-24 23:58:00,2025-01-25 01:04:00,2025-01-25 01:09:00,2025-01-25 02:15:00,Delayed,853,66
FL-050219,SV-684,IST,CDG,AC-050,2025-02-24 05:35:00,2025-02-24 05:35:00,2025-02-24 08:11:00,2025-02-24 08:10:00,On-Time,1879,0
FL-050220,SV-167,JFK,RUH,AC-045,2025-01-24 07:22:00,2025-01-24 07:32:00,2025-01-24 11:40:00,2025-01-24 11:50:00,On-Time,3105,10
FL-050221,SV-898,JFK,RUH,AC-046,2024-01-14 12:20:00,2024-01-14 12:20:00,2024-01-14 13:14:00,2024-01-14 13:10:00,On-Time,659,0
FL-050222,SV-570,JED,IST,AC-003,2024-12-16 03:38:00,2024-12-16 06:29:00,2024-12-16 05:31:00,2024-12-16 08:22:00,Delayed,1359,171
FL-050223,SV-937,DMM,JFK,AC-049,2025-10-01 00:00:00,2025-10-01 00:00:00,2025-10-01 04:10:00,2025-10-01 04:04:00,On-Time,3007,0
