Weather_ID,Airport_Code,Date,Temperature_C,Wind_Speed_Kts,Visibility_KM,Condition
WX-0002894,LHR,2025-12-01,22,9,8.4,Clear
WX-0002895,LHR,2025-12-02,10,3,8.6,Clear
WX-0002896,LHR,2025-12-03,27,12,8.2,Clear
WX-0002897,LHR,2025-12-04,20,9,8.1,Clear
WX-0002898,LHR,2025-12-05,41,14,8.7,Clear
WX-0002899,LHR,2025-12-06,33,10,8.2,Clear
WX-0002900,LHR,2025-12-07,34,8,9.7,Cloudy
WX-0002901,LHR,2025-12-08,19,4,9.4,Clear
WX-0002902,LHR,2025-12-09,41,8,8.6,Clear
WX-0002903,LHR,2025-12-10,18,14,9.3,Clear
WX-0002904,LHR,2025-12-11,36,12,9.1,Cloudy
WX-0002905,LHR,2025-12-12,25,11,8.8,Clear
WX-0002906,LHR,2025-12-13,33,3,8.8,Clear
WX-0002907,LHR,2025-12-14,22,9,9.5,Clear
WX-0002908,LHR,2025-12-15,34,3,9.9,Cloudy
WX-0002909,LHR,2025-12-16,19,5,1.2,Fog
WX-0002910,LHR,2025-12-17,10,9,9.8,Clear
WX-0002911,LHR,2025-12-18,29,13,8.9,Clear
WX-0002912,LHR,2025-12-19,23,3,9.0,Clear
WX-0002913,LHR,2025-12-20,10,5,8.4,Clear
WX-0002914,LHR,2025-12-21,23,4,9.8,Clear
WX-0002915,LHR,2025-12-22,40,8,9.2,Rain
WX-0002916,LHR,2025-12-23,31,3,8.8,Clear
WX-0002917,LHR,2025-12-24,37,5,9.4,Clear
WX-0002918,LHR,2025-12-25,31,2,10.0,Clear
WX-0002919,LHR,2025-12-26,30,3,2.6,Fog
WX-0002920,LHR,2025-12-27,31,9,9.1,Cloudy
WX-0002921,LHR,2025-12-28,33,10,9.0,Clear
WX-0002922,LHR,2025-12-29,26,10,9.9,Clear
WX-0002923,LHR,2025-12-30,23,8,9.0,Clear
WX-0002924,LHR,2025-12-31,21,14,8.8,Clear
WX-0002925,JFK,2024-01-01,17,3,9.7,Clear
WX-0002926,JFK,2024-01-02,26,8,9.8,Cloudy
WX-0002927,JFK,2024-01-03,37,40,1.6,Storm
WX-0002928,JFK,2024-01-04,14,6,8.7,Clear
WX-0002929,JFK,2024-01-05,14,3,8.3,Clear
WX-0002930,JFK,2024-01-06,17,10,9.0,Clear
WX-0002931,JFK,2024-01-07,22,11,10.0,Clear
WX-0002932,JFK,2024-01-08,21,12,9.1,Cloudy
WX-0002933,JFK,2024-01-09,37,27,3.7,Storm
WX-0002934,JFK,2024-01-10,10,5,8.1,Rain
WX-0002935,JFK,2024-01-11,31,13,9.2,Clear
WX-0002936,JFK,2024-01-12,34,26,9.2,Rain
WX-0002937,JFK,2024-01-13,16,10,9.3,Clear
WX-0002938,JFK,2024-01-14,13,2,9.4,Clear
WX-0002939,JFK,2024-01-15,31,10,9.7,Clear
WX-0002940,JFK,2024-01-16,10,12,9.0,Clear
WX-0002941,JFK,2024-01-17,16,4,8.2,Cloudy
WX-0002942,JFK,2024-01-18,12,2,9.0,Cloudy
WX-0002943,JFK,2024-01-19,12,8,8.7,Clear
WX-0002944,JFK,2024-01-20,22,7,9.3,Clear
WX-0002945,JFK,2024-01-21,30,10,8.9,Cloudy
WX-0002946,JFK,2024-01-22,20,6,8.4,Clear
WX-0002947,JFK,2024-01-23,22,10,8.3,Clear
WX-0002948,JFK,2024-01-24,30,9,8.9,Clear
WX-0002949,JFK,2024-01-25,13,10,8.9,Clear
WX-0002950,JFK,2024-01-26,40,13,9.1,Clear
WX-0002951,JFK,2024-01-27,26,8,8.0,Clear
WX-0002952,JFK,2024-01-28,20,12,8.7,Clear
WX-0002953,JFK,2024-01-29,14,2,2.3,Fog
WX-0002954,JFK,2024-01-30,24,14,8.0,Cloudy
WX-0002955,JFK,2024-01-31,20,2,8.5,Cloudy
WX-0002956,JFK,2024-02-01,14,13,8.4,Cloudy
WX-0002957,JFK,2024-02-02,15,10,8.2,Clear
WX-0002958,JFK,2024-02-03,12,5,8.0,Clear
WX-0002959,JFK,2024-02-04,21,5,9.7,Clear
WX-0002960,JFK,2024-02-05,41,4,9.0,Clear
WX-0002961,JFK,2024-02-06,11,30,9.8,Rain
WX-0002962,JFK,2024-02-07,34,37,3.4,Storm
WX-0002963,JFK,2024-02-08,18,10,1.3,Fog
WX-0002964,JFK,2024-02-09,25,8,8.8,Clear
WX-0002965,JFK,2024-02-10,13,9,9.1,Cloudy
WX-0002966,JFK,2024-02-11,23,12,9.9,Clear
WX-0002967,JFK,2024-02-12,20,12,3.4,Storm
WX-0002968,JFK,2024-02-13,41,7,8.0,Clear
WX-0002969,JFK,2024-02-14,16,10,8.4,Clear
WX-0002970,JFK,2024-02-15,26,4,8.2,Clear
WX-0002971,JFK,2024-02-16,18,10,9.3,Cloudy
WX-0002972,JFK,2024-02-17,11,34,8.4,Rain
WX-0002973,JFK,2024-02-18,34,5,8.3,Clear
WX-0002974,JFK,2024-02-19,29,43,8.2,Rain
WX-0002975,JFK,2024-02-20,10,14,9.2,Cloudy
WX-0002976,JFK,2024-02-21,26,3,8.4,Clear
WX-0002977,JFK,2024-02-22,35,10,8.4,Clear
WX-0002978,JFK,2024-02-23,40,4,9.7,Clear
WX-0002979,JFK,2024-02-24,40,4,9.7,Clear
WX-0002980,JFK,2024-02-25,25,2,9.0,Cloudy
WX-0002981,JFK,2024-02-26,29,27,8.4,Rain
WX-0002982,JFK,2024-02-27,28,6,9.9,Cloudy
WX-0002983,JFK,2024-02-28,11,11,9.1,Clear
WX-0002984,JFK,2024-02-29,35,10,9.7,Cloudy
WX-0002985,JFK,2024-03-01,27,8,8.2,Cloudy
WX-0002986,JFK,2024-03-02,10,14,9.7,Cloudy
WX-0002987,JFK,2024-03-03,22,7,2.2,Fog
WX-0002988,JFK,2024-03-04,30,6,8.8,Clear
WX-0002989,JFK,2024-03-05,25,7,9.7,Clear
WX-0002990,JFK,2024-03-06,31,4,8.1,Cloudy
WX-0002991,JFK,2024-03-07,32,9,9.1,Clear
WX-0002992,JFK,2024-03-08,30,8,8.2,Cloudy
WX-0002993,JFK,2024-03-09,33,11,9.3,Clear
WX-0002994,JFK,2024-03-10,23,7,8.8,Rain
WX-0002995,JFK,2024-03-11,35,2,8.1,Clear
WX-0002996,JFK,2024-03-12,38,8,8.4,Clear
WX-0002997,JFK,2024-03-13,15,11,9.7,Clear
WX-0002998,JFK,2024-03-14,38,7,8.8,Cloudy
WX-0002999,JFK,2024-03-15,25,9,9.1,Clear
WX-0003000,JFK,2024-03-16,23,10,9.3,Cloudy
WX-0003001,JFK,2024-03-17,35,6,8.6,Clear
WX-0003002,JFK,2024-03-18,39,4,9.5,Clear
WX-0003003,JFK,2024-03-19,23,13,9.7,Cloudy
WX-0003004,JFK,2024-03-20,38,7,9.9,Clear
WX-0003005,JFK,2024-03-21,28,2,8.8,Cloudy
WX-0003006,JFK,2024-03-22,30,14,9.9,Clear
WX-0003007,JFK,2024-03-23,39,9,9.7,Clear
WX-0003008,JFK,2024-03-24,12,6,9.4,Cloudy
WX-0003009,JFK,2024-03-25,32,3,8.7,Clear
WX-0003010,JFK,2024-03-26,22,4,9.5,Cloudy
WX-0003011,JFK,2024-03-27,19,32,2.1,Storm
WX-0003012,JFK,2024-03-28,41,6,8.3,Clear
WX-0003013,JFK,2024-03-29,21,4,3.4,Fog
WX-0003014,JFK,2024-03-30,36,11,9.9,Clear
WX-0003015,JFK,2024-03-31,35,12,8.5,Clear
WX-0003016,JFK,2024-04-01,28,2,9.9,Clear
WX-0003017,JFK,2024-04-02,16,14,8.2,Clear
WX-0003018,JFK,2024-04-03,13,10,9.4,Clear
WX-0003019,JFK,2024-04-04,40,2,8.5,Clear
WX-0003020,JFK,2024-04-05,39,5,2.8,Fog
WX-0003021,JFK,2024-04-06,30,13,8.9,Clear
WX-0003022,JFK,2024-04-07,34,6,8.9,Clear
WX-0003023,JFK,2024-04-08,33,14,9.7,Cloudy
WX-0003024,JFK,2024-04-09,33,9,9.6,Clear
WX-0003025,JFK,2024-04-10,10,14,9.8,Clear
WX-0003026,JFK,2024-04-11,32,3,9.5,Clear
WX-0003027,JFK,2024-04-12,39,10,8.4,Cloudy
WX-0003028,JFK,2024-04-13,12,20,8.1,Rain
WX-0003029,JFK,2024-04-14,28,3,9.7,Cloudy
WX-0003030,JFK,2024-04-15,40,8,9.3,Clear
WX-0003031,JFK,2024-04-16,41,14,8.3,Clear
WX-0003032,JFK,2024-04-17,33,3,8.6,Clear
WX-0003033,JFK,2024-04-18,28,9,9.4,Clear
WX-0003034,JFK,2024-04-19,21,11,8.1,Clear
WX-0003035,JFK,2024-04-20,12,4,8.3,Clear
WX-0003036,JFK,2024-04-21,24,28,3.6,Storm
WX-0003037,JFK,2024-04-22,34,5,8.5,Clear
WX-0003038,JFK,2024-04-23,10,3,9.7,Clear
WX-0003039,JFK,2024-04-24,40,10,8.4,Clear
WX-0003040,JFK,2024-04-25,20,43,8.2,Rain
WX-0003041,JFK,2024-04-26,18,5,9.2,Clear
WX-0003042,JFK,2024-04-27,36,12,8.1,Clear
WX-0003043,JFK,2024-04-28,15,17,2.2,Storm
WX-0003044,JFK,2024-04-29,14,10,9.8,Clear
WX-0003045,JFK,2024-04-30,10,13,9.9,Clear
WX-0003046,JFK,2024-05-01,17,9,9.6,Clear
WX-0003047,JFK,2024-05-02,23,10,8.7,Clear
WX-0003048,JFK,2024-05-03,17,12,8.4,Rain
WX-0003049,JFK,2024-05-04,36,4,9.1,Clear
WX-0003050,JFK,2024-05-05,41,6,8.9,Clear
WX-0003051,JFK,2024-05-06,29,9,3.9,Fog
WX-0003052,JFK,2024-05-07,19,11,1.5,Fog
WX-0003053,JFK,2024-05-08,11,12,9.9,Clear
WX-0003054,JFK,2024-05-09,30,8,9.0,Clear
WX-0003055,JFK,2024-05-10,22,8,9.0,Clear
WX-0003056,JFK,2024-05-11,40,4,8.3,Clear
WX-0003057,JFK,2024-05-12,35,5,8.9,Cloudy
WX-0003058,JFK,2024-05-13,27,7,8.5,Clear
WX-0003059,JFK,2024-05-14,22,7,2.2,Storm
WX-0003060,JFK,2024-05-15,21,5,9.8,Cloudy
WX-0003061,JFK,2024-05-16,23,8,8.1,Cloudy
WX-0003062,JFK,2024-05-17,17,6,9.0,Cloudy
WX-0003063,JFK,2024-05-18,32,2,8.4,Clear
WX-0003064,JFK,2024-05-19,27,4,8.6,Clear
WX-0003065,JFK,2024-05-20,36,10,9.8,Cloudy
WX-0003066,JFK,2024-05-21,38,5,9.8,Clear
WX-0003067,JFK,2024-05-22,14,5,9.1,Clear
WX-0003068,JFK,2024-05-23,14,11,8.8,Clear
WX-0003069,JFK,2024-05-24,22,11,9.2,Clear
WX-0003070,JFK,2024-05-25,35,4,8.9,Clear
WX-0003071,JFK,2024-05-26,31,6,9.2,Cloudy
WX-0003072,JFK,2024-05-27,18,5,9.3,Clear
WX-0003073,JFK,2024-05-28,38,5,8.1,Rain
WX-0003074,JFK,2024-05-29,35,5,2.0,Fog
WX-0003075,JFK,2024-05-30,34,7,8.9,Cloudy
WX-0003076,JFK,2024-05-31,37,16,8.4,Rain
WX-0003077,JFK,2024-06-01,39,9,8.4,Clear
WX-0003078,JFK,2024-06-02,23,30,8.6,Rain
WX-0003079,JFK,2024-06-03,36,5,4.0,Fog
WX-0003080,JFK,2024-06-04,22,33,9.6,Rain
WX-0003081,JFK,2024-06-05,19,3,8.5,Clear
WX-0003082,JFK,2024-06-06,10,8,8.6,Clear
WX-0003083,JFK,2024-06-07,22,42,9.4,Rain
WX-0003084,JFK,2024-06-08,10,5,8.4,Clear
WX-0003085,JFK,2024-06-09,35,6,8.3,Clear
WX-0003086,JFK,2024-06-10,31,5,8.3,Clear
WX-0003087,JFK,2024-06-11,40,8,8.9,Cloudy
WX-0003088,JFK,2024-06-12,11,8,8.7,Clear
WX-0003089,JFK,2024-06-13,22,5,8.1,Clear
WX-0003090,JFK,2024-06-14,26,5,9.6,Clear
WX-0003091,JFK,2024-06-15,34,5,9.6,Cloudy
WX-0003092,JFK,2024-06-16,27,9,9.8,Clear
WX-0003093,JFK,2024-06-17,15,3,8.8,Clear
WX-0003094,JFK,2024-06-18,28,41,9.7,Rain
WX-0003095,JFK,2024-06-19,17,6,9.0,Cloudy
WX-0003096,JFK,2024-06-20,17,3,8.2,Clear
WX-0003097,JFK,2024-06-21,29,6,9.5,Cloudy
WX-0003098,JFK,2024-06-22,37,12,9.9,Clear
WX-0003099,JFK,2024-06-23,27,2,8.3,Clear
WX-0003100,JFK,2024-06-24,27,2,9.6,Clear
WX-0003101,JFK,2024-06-25,36,5,3.2,Storm
WX-0003102,JFK,2024-06-26,13,7,8.9,Clear
WX-0003103,JFK,2024-06-27,16,3,9.9,Clear
WX-0003104,JFK,2024-06-28,19,8,9.1,Clear
WX-0003105,JFK,2024-06-29,16,10,9.3,Clear
WX-0003106,JFK,2024-06-30,39,8,8.9,Clear
WX-0003107,JFK,2024-07-01,37,12,8.4,Clear
WX-0003108,JFK,2024-07-02,16,8,9.5,Rain
WX-0003109,JFK,2024-07-03,39,11,8.3,Cloudy
WX-0003110,JFK,2024-07-04,16,14,9.4,Clear
WX-0003111,JFK,2024-07-05,40,12,8.3,Clear
WX-0003112,JFK,2024-07-06,36,2,8.4,Cloudy
WX-0003113,JFK,2024-07-07,30,7,8.1,Cloudy
WX-0003114,JFK,2024-07-08,19,29,8.3,Rain
WX-0003115,JFK,2024-07-09,32,13,8.7,Clear
WX-0003116,JFK,2024-07-10,27,11,8.9,Clear
WX-0003117,JFK,2024-07-11,37,4,3.7,Fog
WX-0003118,JFK,2024-07-12,28,2,8.7,Clear
WX-0003119,JFK,2024-07-13,35,12,8.8,Clear
WX-0003120,JFK,2024-07-14,17,9,8.6,Clear
WX-0003121,JFK,2024-07-15,21,6,8.2,Clear
WX-0003122,JFK,2024-07-16,40,10,9.8,Clear
WX-0003123,JFK,2024-07-17,15,13,8.1,Clear
WX-0003124,JFK,2024-07-18,20,3,3.6,Fog
WX-0003125,JFK,2024-07-19,40,7,1.3,Fog
WX-0003126,JFK,2024-07-20,21,3,1.9,Fog
WX-0003127,JFK,2024-07-21,19,2,8.2,Clear
WX-0003128,JFK,2024-07-22,36,4,8.0,Clear
WX-0003129,JFK,2024-07-23,40,23,8.3,Rain
WX-0003130,JFK,2024-07-24,32,7,8.2,Clear
WX-0003131,JFK,2024-07-25,41,12,9.3,Cloudy
WX-0003132,JFK,2024-07-26,23,5,9.4,Clear
WX-0003133,JFK,2024-07-27,13,14,8.8,Clear
WX-0003134,JFK,2024-07-28,23,14,8.2,Clear
WX-0003135,JFK,2024-07-29,25,5,9.8,Clear
WX-0003136,JFK,2024-07-30,13,12,8.1,Clear
WX-0003137,JFK,2024-07-31,23,13,8.1,Clear
WX-0003138,JFK,2024-08-01,41,5,9.5,Clear
WX-0003139,JFK,2024-08-02,27,2,9.8,Clear
WX-0003140,JFK,2024-08-03,21,6,9.7,Clear
WX-0003141,JFK,2024-08-04,37,2,9.2,Clear
WX-0003142,JFK,2024-08-05,12,11,9.1,Cloudy
WX-0003143,JFK,2024-08-06,20,10,9.1,Cloudy
WX-0003144,JFK,2024-08-07,17,13,9.3,Cloudy
WX-0003145,JFK,2024-08-08,23,11,9.6,Clear
WX-0003146,JFK,2024-08-09,13,17,8.7,Rain
WX-0003147,JFK,2024-08-10,30,6,10.0,Clear
WX-0003148,JFK,2024-08-11,30,10,8.9,Clear
WX-0003149,JFK,2024-08-12,23,12,8.2,Clear
WX-0003150,JFK,2024-08-13,19,13,9.7,Clear
WX-0003151,JFK,2024-08-14,11,10,9.2,Clear
WX-0003152,JFK,2024-08-15,20,6,8.5,Clear
WX-0003153,JFK,2024-08-16,17,4,9.3,Cloudy
WX-0003154,JFK,2024-08-17,16,21,2.0,Storm
WX-0003155,JFK,2024-08-18,22,13,8.9,Clear
WX-0003156,JFK,2024-08-19,32,2,8.6,Cloudy
WX-0003157,JFK,2024-08-20,24,31,9.5,Rain
WX-0003158,JFK,2024-08-21,18,10,9.2,Clear
WX-0003159,JFK,2024-08-22,27,33,1.2,Storm
WX-0003160,JFK,2024-08-23,24,5,8.6,Clear
WX-0003161,JFK,2024-08-24,10,14,8.5,Cloudy
WX-0003162,JFK,2024-08-25,26,13,9.6,Clear
WX-0003163,JFK,2024-08-26,22,3,8.9,Clear
WX-0003164,JFK,2024-08-27,29,2,9.7,Clear
WX-0003165,JFK,2024-08-28,36,10,9.6,Clear
WX-0003166,JFK,2024-08-29,34,7,8.8,Clear
WX-0003167,JFK,2024-08-30,10,3,9.6,Clear
WX-0003168,JFK,2024-08-31,36,43,2.9,Storm
WX-0003169,JFK,2024-09-01,24,2,9.8,Cloudy
WX-0003170,JFK,2024-09-02,14,9,8.0,Clear
WX-0003171,JFK,2024-09-03,36,41,8.6,Rain
WX-0003172,JFK,2024-09-04,32,2,9.2,Cloudy
WX-0003173,JFK,2024-09-05,13,4,9.9,Clear
WX-0003174,JFK,2024-09-06,22,14,2.8,Fog
WX-0003175,JFK,2024-09-07,10,4,9.6,Clear
WX-0003176,JFK,2024-09-08,25,10,8.2,Clear
WX-0003177,JFK,2024-09-09,36,11,8.8,Cloudy
WX-0003178,JFK,2024-09-10,35,2,8.0,Clear
WX-0003179,JFK,2024-09-11,25,12,8.5,Clear
WX-0003180,JFK,2024-09-12,24,12,8.4,Clear
WX-0003181,JFK,2024-09-13,17,4,9.4,Clear
WX-0003182,JFK,2024-09-14,26,20,9.9,Rain
WX-0003183,JFK,2024-09-15,23,9,9.3,Cloudy
WX-0003184,JFK,2024-09-16,21,2,9.7,Cloudy
WX-0003185,JFK,2024-09-17,41,40,9.0,Rain
WX-0003186,JFK,2024-09-18,34,10,9.4,Clear
WX-0003187,JFK,2024-09-19,22,10,8.1,Rain
WX-0003188,JFK,2024-09-20,10,3,9.1,Clear
WX-0003189,JFK,2024-09-21,13,20,8.1,Rain
WX-0003190,JFK,2024-09-22,11,14,3.2,Fog
WX-0003191,JFK,2024-09-23,17,10,8.5,Clear
WX-0003192,JFK,2024-09-24,29,9,8.2,Clear
WX-0003193,JFK,2024-09-25,26,7,9.3,Cloudy
WX-0003194,JFK,2024-09-26,26,32,8.8,Rain
WX-0003195,JFK,2024-09-27,11,7,9.1,Cloudy
WX-0003196,JFK,2024-09-28,16,6,9.8,Clear
WX-0003197,JFK,2024-09-29,19,13,8.8,Clear
WX-0003198,JFK,2024-09-30,19,14,2.5,Fog
WX-0003199,JFK,2024-10-01,20,7,8.1,Clear
WX-0003200,JFK,2024-10-02,35,13,9.3,Clear
WX-0003201,JFK,2024-10-03,21,11,9.8,Cloudy
WX-0003202,JFK,2024-10-04,16,11,9.5,Clear
WX-0003203,JFK,2024-10-05,39,5,9.1,Clear
WX-0003204,JFK,2024-10-06,27,12,9.6,Cloudy
WX-0003205,JFK,2024-10-07,11,10,8.0,Clear
WX-0003206,JFK,2024-10-08,24,9,8.3,Clear
WX-0003207,JFK,2024-10-09,26,5,8.0,Clear
WX-0003208,JFK,2024-10-10,15,9,8.5,Cloudy
WX-0003209,JFK,2024-10-11,22,11,8.5,Clear
WX-0003210,JFK,2024-10-12,34,38,8.2,Rain
WX-0003211,JFK,2024-10-13,39,4,9.3,Clear
WX-0003212,JFK,2024-10-14,28,13,8.9,Cloudy
WX-0003213,JFK,2024-10-15,22,7,2.3,Storm
WX-0003214,JFK,2024-10-16,32,9,10.0,Cloudy
WX-0003215,JFK,2024-10-17,18,22,9.9,Rain
WX-0003216,JFK,2024-10-18,37,13,8.7,Cloudy
WX-0003217,JFK,2024-10-19,17,9,9.9,Clear
WX-0003218,JFK,2024-10-20,29,38,9.6,Rain
WX-0003219,JFK,2024-10-21,20,3,8.7,Clear
WX-0003220,JFK,2024-10-22,25,4,8.8,Cloudy
WX-0003221,JFK,2024-10-23,35,10,8.2,Clear
WX-0003222,JFK,2024-10-24,31,4,9.9,Clear
WX-0003223,JFK,2024-10-25,17,34,8.8,Rain
WX-0003224,JFK,2024-10-26,40,43,9.0,Rain
WX-0003225,JFK,2024-10-27,13,2,10.0,Cloudy
WX-0003226,JFK,2024-10-28,23,3,9.1,Cloudy
WX-0003227,JFK,2024-10-29,15,6,8.5,Cloudy
WX-0003228,JFK,2024-10-30,19,5,1.7,Fog
WX-0003229,JFK,2024-10-31,37,11,9.2,Clear
WX-0003230,JFK,2024-11-01,28,10,8.2,Cloudy
WX-0003231,JFK,2024-11-02,12,11,8.0,Clear
WX-0003232,JFK,2024-11-03,35,9,9.1,Cloudy
WX-0003233,JFK,2024-11-04,41,3,9.5,Clear
WX-0003234,JFK,2024-11-05,24,4,9.2,Clear
WX-0003235,JFK,2024-11-06,31,14,9.8,Cloudy
WX-0003236,JFK,2024-11-07,31,10,9.0,Clear
WX-0003237,JFK,2024-11-08,14,2,2.9,Fog
WX-0003238,JFK,2024-11-09,39,10,8.3,Clear
WX-0003239,JFK,2024-11-10,26,2,8.9,Clear
WX-0003240,JFK,2024-11-11,38,11,8.3,Clear
WX-0003241,JFK,2024-11-12,15,4,8.0,Clear
WX-0003242,JFK,2024-11-13,40,10,9.5,Cloudy
WX-0003243,JFK,2024-11-14,23,8,8.6,Cloudy
WX-0003244,JFK,2024-11-15,37,6,8.3,Clear
WX-0003245,JFK,2024-11-16,38,11,9.1,Clear
WX-0003246,JFK,2024-11-17,19,27,8.4,Rain
WX-0003247,JFK,2024-11-18,14,12,8.2,Clear
WX-0003248,JFK,2024-11-19,37,10,9.9,Cloudy
WX-0003249,JFK,2024-11-20,10,7,8.1,Cloudy
WX-0003250,JFK,2024-11-21,29,11,9.9,Clear
WX-0003251,JFK,2024-11-22,27,16,9.4,Rain
WX-0003252,JFK,2024-11-23,27,6,9.4,Clear
WX-0003253,JFK,2024-11-24,22,9,8.9,Cloudy
WX-0003254,JFK,2024-11-25,34,4,3.2,Fog
WX-0003255,JFK,2024-11-26,26,4,8.6,Clear
WX-0003256,JFK,2024-11-27,16,11,8.5,Cloudy
WX-0003257,JFK,2024-11-28,26,3,8.8,Clear
WX-0003258,JFK,2024-11-29,34,2,8.0,Cloudy
WX-0003259,JFK,2024-11-30,27,3,8.5,Clear
WX-0003260,JFK,2024-12-01,36,2,10.0,Clear
WX-0003261,JFK,2024-12-02,36,34,3.0,Storm
WX-0003262,JFK,2024-12-03,37,2,8.9,Clear
WX-0003263,JFK,2024-12-04,28,2,9.1,Clear
WX-0003264,JFK,2024-12-05,39,4,8.7,Clear
WX-0003265,JFK,2024-12-06,39,14,8.8,Cloudy
WX-0003266,JFK,2024-12-07,11,11,9.3,Clear
WX-0003267,JFK,2024-12-08,17,14,9.5,Clear
WX-0003268,JFK,2024-12-09,35,11,9.7,Clear
WX-0003269,JFK,2024-12-10,26,5,9.2,Cloudy
WX-0003270,JFK,2024-12-11,32,3,8.5,Clear
WX-0003271,JFK,2024-12-12,22,9,8.7,Clear
WX-0003272,JFK,2024-12-13,31,10,8.8,Clear
WX-0003273,JFK,2024-12-14,36,13,9.9,Rain
WX-0003274,JFK,2024-12-15,16,10,10.0,Clear
WX-0003275,JFK,2024-12-16,32,4,8.3,Clear
WX-0003276,JFK,2024-12-17,31,9,9.2,Clear
WX-0003277,JFK,2024-12-18,21,9,9.1,Clear
WX-0003278,JFK,2024-12-19,17,11,9.9,Cloudy
WX-0003279,JFK,2024-12-20,28,12,9.2,Clear
WX-0003280,JFK,2024-12-21,16,3,9.1,Clear
WX-0003281,JFK,2024-12-22,35,14,2.7,Fog
WX-0003282,JFK,2024-12-23,15,10,8.7,Cloudy
WX-0003283,JFK,2024-12-24,39,4,8.5,Clear
WX-0003284,JFK,2024-12-25,28,6,9.7,Clear
WX-0003285,JFK,2024-12-26,16,9,8.5,Cloudy
WX-0003286,JFK,2024-12-27,10,6,9.7,Rain
WX-0003287,JFK,2024-12-28,35,14,8.2,Cloudy
WX-0003288,JFK,2024-12-29,27,4,9.6,Clear
WX-0003289,JFK,2024-12-30,37,14,9.2,Clear
WX-0003290,JFK,2024-12-31,28,9,9.5,Clear
WX-0003291,JFK,2025-01-01,26,10,8.8,Clear
WX-0003292,JFK,2025-01-02,32,4,8.7,Clear
WX-0003293,JFK,2025-01-03,30,9,8.2,Clear
WX-0003294,JFK,2025-01-04,11,11,9.1,Clear
WX-0003295,JFK,2025-01-05,25,41,8.0,Rain
WX-0003296,JFK,2025-01-06,26,22,3.1,Storm
WX-0003297,JFK,2025-01-07,41,13,8.9,Clear
WX-0003298,JFK,2025-01-08,13,20,8.2,Rain
WX-0003299,JFK,2025-01-09,37,11,9.9,Clear
WX-0003300,JFK,2025-01-10,14,3,8.1,Clear
WX-0003301,JFK,2025-01-11,30,37,8.4,Rain
WX-0003302,JFK,2025-01-12,17,14,8.8,Clear
WX-0003303,JFK,2025-01-13,14,4,8.3,Cloudy
WX-0003304,JFK,2025-01-14,18,5,8.2,Rain
WX-0003305,JFK,2025-01-15,37,4,9.8,Clear
WX-0003306,JFK,2025-01-16,21,7,9.6,Clear
WX-0003307,JFK,2025-01-17,30,13,9.5,Cloudy
WX-0003308,JFK,2025-01-18,33,13,9.4,Clear
WX-0003309,JFK,2025-01-19,30,14,9.9,Clear
WX-0003310,JFK,2025-01-20,14,5,8.6,Clear
WX-0003311,JFK,2025-01-21,14,4,8.4,Clear
WX-0003312,JFK,2025-01-22,22,8,2.8,Fog
WX-0003313,JFK,2025-01-23,23,14,8.4,Clear
WX-0003314,JFK,2025-01-24,19,2,9.6,Clear
WX-0003315,JFK,2025-01-25,11,9,8.0,Cloudy
WX-0003316,JFK,2025-01-26,38,11,9.4,Clear
WX-0003317,JFK,2025-01-27,28,3,9.1,Clear
WX-0003318,JFK,2025-01-28,15,2,8.8,Clear
WX-0003319,JFK,2025-01-29,28,32,9.6,Rain
WX-0003320,JFK,2025-01-30,26,3,9.1,Clear
WX-0003321,JFK,2025-01-31,19,43,8.9,Rain
WX-0003322,JFK,2025-02-01,13,4,9.5,Clear
WX-0003323,JFK,2025-02-02,25,6,8.2,Clear
WX-0003324,JFK,2025-02-03,34,11,9.5,Clear
WX-0003325,JFK,2025-02-04,39,11,9.1,Clear
WX-0003326,JFK,2025-02-05,19,11,8.5,Cloudy
WX-0003327,JFK,2025-02-06,25,13,9.8,Clear
WX-0003328,JFK,2025-02-07,31,11,8.8,Clear
WX-0003329,JFK,2025-02-08,32,11,3.4,Storm
WX-0003330,JFK,2025-02-09,24,6,1.1,Fog
WX-0003331,JFK,2025-02-10,15,12,8.3,Clear
WX-0003332,JFK,2025-02-11,24,10,8.3,Clear
WX-0003333,JFK,2025-02-12,38,28,8.7,Rain
WX-0003334,JFK,2025-02-13,17,12,9.2,Clear
WX-0003335,JFK,2025-02-14,17,11,9.8,Clear
WX-0003336,JFK,2025-02-15,27,9,8.6,Cloudy
WX-0003337,JFK,2025-02-16,40,28,9.6,Rain
WX-0003338,JFK,2025-02-17,33,13,9.6,Clear
WX-0003339,JFK,2025-02-18,31,9,8.4,Rain
WX-0003340,JFK,2025-02-19,34,14,9.2,Clear
WX-0003341,JFK,2025-02-20,11,10,9.9,Clear
WX-0003342,JFK,2025-02-21,22,5,8.2,Cloudy
WX-0003343,JFK,2025-02-22,20,2,8.5,Clear
WX-0003344,JFK,2025-02-23,22,8,9.1,Clear
WX-0003345,JFK,2025-02-24,39,7,8.3,Cloudy
WX-0003346,JFK,2025-02-25,25,3,9.8,Clear
WX-0003347,JFK,2025-02-26,11,3,8.3,Clear
WX-0003348,JFK,2025-02-27,33,3,9.7,Cloudy
WX-0003349,JFK,2025-02-28,32,14,9.3,Cloudy
WX-0003350,JFK,2025-03-01,16,13,9.3,Rain
WX-0003351,JFK,2025-03-02,18,6,9.7,Cloudy
