Delay_ID,Flight_ID,Delay_Reason,Delay_Minutes
DEL-010476,FL-045678,Weather,20
DEL-010477,FL-045680,Air Traffic Control,84
DEL-010478,FL-045687,Air Traffic Control,194
DEL-010479,FL-045692,Late Aircraft Arrival,63
DEL-010480,FL-045701,Maintenance,21
DEL-010481,FL-045703,Weather,61
DEL-010482,FL-045705,Air Traffic Control,29
DEL-010483,FL-045707,Maintenance,42
DEL-010484,FL-045716,Security,38
DEL-010485,FL-045719,Maintenance,85
DEL-010486,FL-045721,Air Traffic Control,69
DEL-010487,FL-045727,Late Aircraft Arrival,23
DEL-010488,FL-045728,Weather,19
DEL-010489,FL-045729,Late Aircraft Arrival,51
DEL-010490,FL-045735,Weather,51
DEL-010491,FL-045741,Air Traffic Control,50
DEL-010492,FL-045742,Late Aircraft Arrival,72
DEL-010493,FL-045745,Late Aircraft Arrival,76
DEL-010494,FL-045747,Air Traffic Control,37
DEL-010495,FL-045751,Air Traffic Control,61
DEL-010496,FL-045753,Maintenance,73
DEL-010497,FL-045761,Weather,33
DEL-010498,FL-045765,Weather,37
DEL-010499,FL-045774,Air Traffic Control,38
DEL-010500,FL-045780,Late Aircraft Arrival,38
DEL-010501,FL-045782,Weather,15
DEL-010502,FL-045785,Late Aircraft Arrival,57
DEL-010503,FL-045787,Air Traffic Control,45
DEL-010504,FL-045790,Late Aircraft Arrival,199
DEL-010505,FL-045791,Weather,106
DEL-010506,FL-045796,Maintenance,20
DEL-010507,FL-045799,Weather,19
DEL-010508,FL-045807,Maintenance,37
DEL-010509,FL-045808,Weather,32
DEL-010510,FL-045809,Air Traffic Control,81
DEL-010511,FL-045810,Weather,15
DEL-010512,FL-045817,Weather,111
DEL-010513,FL-045819,Air Traffic Control,119
DEL-010514,FL-045827,Maintenance,33
DEL-010515,FL-045828,Air Traffic Control,40
DEL-010516,FL-045829,Late Aircraft Arrival,53
DEL-010517,FL-045830,Weather,38
DEL-010518,FL-045841,Air Traffic Control,38
DEL-010519,FL-045843,Late Aircraft Arrival,50
DEL-010520,FL-045848,Air Traffic Control,100
DEL-010521,FL-045850,Air Traffic Control,248
DEL-010522,FL-045853,Weather,25
DEL-010523,FL-045859,Air Traffic Control,35
DEL-010524,FL-045860,Maintenance,82
DEL-010525,FL-045861,Weather,56
DEL-010526,FL-045865,Air Traffic Control,17
DEL-010527,FL-045867,Air Traffic Control,45
DEL-010528,FL-045869,Weather,40
DEL-010529,FL-045872,Maintenance,67
DEL-010530,FL-045875,Air Traffic Control,111
DEL-010531,FL-045876,Late Aircraft Arrival,32
DEL-010532,FL-045881,Weather,71
DEL-010533,FL-045892,Late Aircraft Arrival,76
DEL-010534,FL-045895,Air Traffic Control,44
DEL-010535,FL-045904,Maintenance,36
DEL-010536,FL-045907,Maintenance,19
DEL-010537,FL-045908,Maintenance,139
DEL-010538,FL-045910,Air Traffic Control,39
DEL-010539,FL-045914,Maintenance,95
DEL-010540,FL-045926,Air Traffic Control,18
DEL-010541,FL-045928,Maintenance,16
DEL-010542,FL-045930,Security,60
DEL-010543,FL-045934,Air Traffic Control,22
DEL-010544,FL-045938,Weather,24
DEL-010545,FL-045939,Air Traffic Control,110
DEL-010546,FL-045944,Air Traffic Control,34
DEL-010547,FL-045946,Weather,80
DEL-010548,FL-045952,Maintenance,60
DEL-010549,FL-045965,Weather,22
DEL-010550,FL-045966,Maintenance,41
DEL-010551,FL-045967,Air Traffic Control,304
DEL-010552,FL-045971,Weather,40
DEL-010553,FL-045975,Late Aircraft Arrival,17
DEL-010554,FL-045978,Air Traffic Control,49
DEL-010555,FL-045990,Late Aircraft Arrival,49
DEL-010556,FL-045991,Security,33
DEL-010557,FL-045992,Security,40
DEL-010558,FL-045993,Air Traffic Control,121
DEL-010559,FL-045995,Air Traffic Control,78
DEL-010560,FL-046004,Late Aircraft Arrival,15
DEL-010561,FL-046005,Late Aircraft Arrival,43
DEL-010562,FL-046006,Air Traffic Control,101
DEL-010563,FL-046011,Late Aircraft Arrival,28
DEL-010564,FL-046019,Air Traffic Control,38
DEL-010565,FL-046031,Weather,77
DEL-010566,FL-046035,Air Traffic Control,28
DEL-010567,FL-046036,Late Aircraft Arrival,43
DEL-010568,FL-046039,Security,32
DEL-010569,FL-046046,Late Aircraft Arrival,61
DEL-010570,FL-046048,Late Aircraft Arrival,19
DEL-010571,FL-046053,Late Aircraft Arrival,38
DEL-010572,FL-046057,Late Aircraft Arrival,35
DEL-010573,FL-046060,Air Traffic Control,64
DEL-010574,FL-046064,Maintenance,63
DEL-010575,FL-046077,Air Traffic Control,103
DEL-010576,FL-046079,Late Aircraft Arrival,21
DEL-010577,FL-046082,Weather,215
DEL-010578,FL-046085,Air Traffic Control,46
DEL-010579,FL-046088,Weather,74
DEL-010580,FL-046092,Air Traffic Control,57
DEL-010581,FL-046093,Air Traffic Control,41
DEL-010582,FL-046094,Maintenance,137
DEL-010583,FL-046096,Maintenance,73
DEL-010584,FL-046102,Maintenance,120
DEL-010585,FL-046104,Weather,62
DEL-010586,FL-046105,Late Aircraft Arrival,28
DEL-010587,FL-046106,Weather,48
DEL-010588,FL-046110,Weather,37
DEL-010589,FL-046112,Maintenance,79
DEL-010590,FL-046113,Air Traffic Control,35
DEL-010591,FL-046118,Weather,84
DEL-010592,FL-046119,Air Traffic Control,18
DEL-010593,FL-046126,Air Traffic Control,30
DEL-010594,FL-046128,Air Traffic Control,99
DEL-010595,FL-046129,Late Aircraft Arrival,180
DEL-010596,FL-046130,Weather,49
DEL-010597,FL-046138,Weather,50
DEL-010598,FL-046147,Weather,124
DEL-010599,FL-046148,Air Traffic Control,57
DEL-010600,FL-046151,Late Aircraft Arrival,118
DEL-010601,FL-046153,Air Traffic Control,134
DEL-010602,FL-046154,Air Traffic Control,17
DEL-010603,FL-046158,Late Aircraft Arrival,54
DEL-010604,FL-046162,Maintenance,27
DEL-010605,FL-046166,Air Traffic Control,25
DEL-010606,FL-046170,Air Traffic Control,34
DEL-010607,FL-046171,Air Traffic Control,41
DEL-010608,FL-046182,Weather,66
DEL-010609,FL-046183,Weather,24
DEL-010610,FL-046184,Maintenance,24
DEL-010611,FL-046185,Weather,38
DEL-010612,FL-046186,Maintenance,111
DEL-010613,FL-046194,Security,28
DEL-010614,FL-046197,Air Traffic Control,83
DEL-010615,FL-046200,Weather,49
DEL-010616,FL-046207,Air Traffic Control,72
DEL-010617,FL-046219,Late Aircraft Arrival,55
DEL-010618,FL-046231,Late Aircraft Arrival,158
DEL-010619,FL-046238,Air Traffic Control,68
DEL-010620,FL-046246,Maintenance,37
DEL-010621,FL-046247,Weather,48
DEL-010622,FL-046255,Weather,25
DEL-010623,FL-046275,Maintenance,72
DEL-010624,FL-046278,Late Aircraft Arrival,16
DEL-010625,FL-046295,Maintenance,19
DEL-010626,FL-046296,Late Aircraft Arrival,51
DEL-010627,FL-046301,Late Aircraft Arrival,70
DEL-010628,FL-046309,Weather,105
DEL-010629,FL-046314,Air Traffic Control,65
DEL-010630,FL-046316,Air Traffic Control,15
DEL-010631,FL-046322,Weather,47
DEL-010632,FL-046331,Maintenance,80
DEL-010633,FL-046334,Air Traffic Control,132
DEL-010634,FL-046336,Air Traffic Control,107
DEL-010635,FL-046337,Air Traffic Control,35
DEL-010636,FL-046339,Late Aircraft Arrival,20
DEL-010637,FL-046341,Security,66
DEL-010638,FL-046350,Weather,52
DEL-010639,FL-046351,Maintenance,29
DEL-010640,FL-046353,Air Traffic Control,91
DEL-010641,FL-046354,Maintenance,59
DEL-010642,FL-046365,Air Traffic Control,75
DEL-010643,FL-046368,Air Traffic Control,32
DEL-010644,FL-046385,Weather,36
DEL-010645,FL-046386,Air Traffic Control,47
DEL-010646,FL-046392,Maintenance,17
DEL-010647,FL-046393,Weather,27
DEL-010648,FL-046401,Weather,17
DEL-010649,FL-046402,Security,60
DEL-010650,FL-046407,Air Traffic Control,31
DEL-010651,FL-046414,Late Aircraft Arrival,21
DEL-010652,FL-046415,Air Traffic Control,24
DEL-010653,FL-046423,Weather,50
DEL-010654,FL-046425,Weather,20
DEL-010655,FL-046432,Air Traffic Control,113
DEL-010656,FL-046433,Security,27
DEL-010657,FL-046445,Late Aircraft Arrival,41
DEL-010658,FL-046455,Air Traffic Control,70
DEL-010659,FL-046460,Air Traffic Control,49
DEL-010660,FL-046467,Air Traffic Control,37
DEL-010661,FL-046476,Weather,33
DEL-010662,FL-046478,Maintenance,26
DEL-010663,FL-046480,Weather,40
DEL-010664,FL-046485,Weather,59
DEL-010665,FL-046492,Weather,51
DEL-010666,FL-046493,Maintenance,78
DEL-010667,FL-046494,Maintenance,28
DEL-010668,FL-046502,Air Traffic Control,66
DEL-010669,FL-046506,Weather,19
DEL-010670,FL-046509,Late Aircraft Arrival,47
DEL-010671,FL-046516,Late Aircraft Arrival,38
DEL-010672,FL-046517,Maintenance,52
DEL-010673,FL-046522,Air Traffic Control,20
DEL-010674,FL-046523,Maintenance,44
DEL-010675,FL-046526,Air Traffic Control,15
DEL-010676,FL-046528,Weather,71
DEL-010677,FL-046532,Air Traffic Control,140
DEL-010678,FL-046536,Late Aircraft Arrival,96
DEL-010679,FL-046555,Maintenance,15
DEL-010680,FL-046557,Air Traffic Control,16
DEL-010681,FL-046558,Air Traffic Control,170
DEL-010682,FL-046559,Weather,78
DEL-010683,FL-046560,Late Aircraft Arrival,42
DEL-010684,FL-046562,Weather,74
DEL-010685,FL-046563,Air Traffic Control,67
DEL-010686,FL-046566,Maintenance,26
DEL-010687,FL-046570,Weather,48
DEL-010688,FL-046576,Weather,102
DEL-010689,FL-046583,Air Traffic Control,57
DEL-010690,FL-046587,Late Aircraft Arrival,53
DEL-010691,FL-046588,Air Traffic Control,105
DEL-010692,FL-046591,Air Traffic Control,18
DEL-010693,FL-046596,Late Aircraft Arrival,42
DEL-010694,FL-046598,Air Traffic Control,54
DEL-010695,FL-046602,Air Traffic Control,26
DEL-010696,FL-046603,Security,41
DEL-010697,FL-046608,Air Traffic Control,40
DEL-010698,FL-046621,Weather,39
DEL-010699,FL-046623,Air Traffic Control,191
DEL-010700,FL-046630,Air Traffic Control,27
DEL-010701,FL-046634,Weather,38
DEL-010702,FL-046637,Air Traffic Control,44
DEL-010703,FL-046639,Weather,31
DEL-010704,FL-046646,Weather,25
DEL-010705,FL-046647,Maintenance,46
DEL-010706,FL-046651,Air Traffic Control,103
DEL-010707,FL-046654,Weather,41
DEL-010708,FL-046656,Maintenance,25
DEL-010709,FL-046659,Weather,106
DEL-010710,FL-046661,Air Traffic Control,98
DEL-010711,FL-046665,Maintenance,160
DEL-010712,FL-046668,Weather,29
DEL-010713,FL-046673,Weather,80
DEL-010714,FL-046680,Late Aircraft Arrival,178
DEL-010715,FL-046683,Late Aircraft Arrival,36
DEL-010716,FL-046687,Weather,75
DEL-010717,FL-046693,Maintenance,86
DEL-010718,FL-046694,Air Traffic Control,103
DEL-010719,FL-046701,Weather,182
DEL-010720,FL-046702,Security,43
DEL-010721,FL-046706,Maintenance,58
DEL-010722,FL-046711,Weather,44
DEL-010723,FL-046713,Air Traffic Control,62
DEL-010724,FL-046730,Security,22
DEL-010725,FL-046731,Weather,80
DEL-010726,FL-046732,Air Traffic Control,109
DEL-010727,FL-046741,Air Traffic Control,16
DEL-010728,FL-046743,Late Aircraft Arrival,85
DEL-010729,FL-046752,Air Traffic Control,52
DEL-010730,FL-046756,Weather,53
DEL-010731,FL-046762,Weather,89
DEL-010732,FL-046764,Weather,143
DEL-010733,FL-046767,Maintenance,20
DEL-010734,FL-046772,Security,48
DEL-010735,FL-046773,Air Traffic Control,19
DEL-010736,FL-046777,Late Aircraft Arrival,21
DEL-010737,FL-046778,Air Traffic Control,143
DEL-010738,FL-046788,Weather,132
DEL-010739,FL-046790,Late Aircraft Arrival,46
DEL-010740,FL-046794,Weather,120
DEL-010741,FL-046802,Air Traffic Control,82
DEL-010742,FL-046808,Air Traffic Control,23
DEL-010743,FL-046813,Maintenance,61
DEL-010744,FL-046814,Late Aircraft Arrival,110
DEL-010745,FL-046819,Air Traffic Control,68
DEL-010746,FL-046822,Weather,15
DEL-010747,FL-046825,Maintenance,37
DEL-010748,FL-046826,Weather,22
DEL-010749,FL-046827,Weather,19
DEL-010750,FL-046828,Maintenance,25
DEL-010751,FL-046833,Maintenance,148
DEL-010752,FL-046835,Air Traffic Control,42
DEL-010753,FL-046837,Maintenance,65
DEL-010754,FL-046839,Late Aircraft Arrival,182
DEL-010755,FL-046842,Late Aircraft Arrival,44
DEL-010756,FL-046864,Air Traffic Control,70
DEL-010757,FL-046865,Air Traffic Control,28
DEL-010758,FL-046866,Late Aircraft Arrival,36
DEL-010759,FL-046869,Late Aircraft Arrival,19
DEL-010760,FL-046872,Weather,99
DEL-010761,FL-046877,Air Traffic Control,96
DEL-010762,FL-046887,Maintenance,27
DEL-010763,FL-046890,Air Traffic Control,78
DEL-010764,FL-046893,Air Traffic Control,27
DEL-010765,FL-046894,Late Aircraft Arrival,80
DEL-010766,FL-046896,Air Traffic Control,39
DEL-010767,FL-046898,Maintenance,26
DEL-010768,FL-046903,Air Traffic Control,50
DEL-010769,FL-046908,Air Traffic Control,37
DEL-010770,FL-046914,Late Aircraft Arrival,48
DEL-010771,FL-046915,Air Traffic Control,108
DEL-010772,FL-046918,Air Traffic Control,37
DEL-010773,FL-046921,Weather,41
DEL-010774,FL-046925,Maintenance,70
DEL-010775,FL-046930,Maintenance,177
DEL-010776,FL-046936,Air Traffic Control,139
DEL-010777,FL-046937,Air Traffic Control,119
DEL-010778,FL-046945,Air Traffic Control,87
DEL-010779,FL-046949,Security,34
DEL-010780,FL-046956,Late Aircraft Arrival,23
DEL-010781,FL-046961,Air Traffic Control,33
DEL-010782,FL-046964,Late Aircraft Arrival,76
DEL-010783,FL-046968,Air Traffic Control,22
DEL-010784,FL-046974,Maintenance,113
DEL-010785,FL-046978,Security,20
DEL-010786,FL-046983,Weather,22
DEL-010787,FL-046990,Maintenance,45
DEL-010788,FL-046992,Late Aircraft Arrival,44
DEL-010789,FL-046999,Late Aircraft Arrival,37
DEL-010790,FL-047000,Late Aircraft Arrival,56
DEL-010791,FL-047002,Air Traffic Control,113
DEL-010792,FL-047006,Air Traffic Control,81
DEL-010793,FL-047013,Late Aircraft Arrival,57
DEL-010794,FL-047014,Weather,58
DEL-010795,FL-047016,Late Aircraft Arrival,77
DEL-010796,FL-047018,Maintenance,27
DEL-010797,FL-047026,Weather,61
DEL-010798,FL-047027,Late Aircraft Arrival,55
DEL-010799,FL-047029,Maintenance,132
DEL-010800,FL-047038,Late Aircraft Arrival,102
DEL-010801,FL-047039,Weather,38
DEL-010802,FL-047045,Air Traffic Control,15
DEL-010803,FL-047046,Weather,47
DEL-010804,FL-047057,Late Aircraft Arrival,20
DEL-010805,FL-047064,Security,134
DEL-010806,FL-047069,Late Aircraft Arrival,47
DEL-010807,FL-047071,Security,34
DEL-010808,FL-047074,Security,58
DEL-010809,FL-047080,Security,40
DEL-010810,FL-047082,Air Traffic Control,71
DEL-010811,FL-047084,Maintenance,24
DEL-010812,FL-047088,Security,32
DEL-010813,FL-047089,Air Traffic Control,24
DEL-010814,FL-047093,Weather,61
DEL-010815,FL-047097,Maintenance,147
DEL-010816,FL-047100,Weather,46
DEL-010817,FL-047102,Air Traffic Control,31
DEL-010818,FL-047103,Weather,38
DEL-010819,FL-047104,Air Traffic Control,25
DEL-010820,FL-047105,Maintenance,62
DEL-010821,FL-047106,Maintenance,66
DEL-010822,FL-047116,Air Traffic Control,21
DEL-010823,FL-047117,Late Aircraft Arrival,29
DEL-010824,FL-047118,Late Aircraft Arrival,24
DEL-010825,FL-047119,Late Aircraft Arrival,41
DEL-010826,FL-047121,Weather,17
DEL-010827,FL-047123,Maintenance,71
DEL-010828,FL-047124,Air Traffic Control,46
DEL-010829,FL-047125,Maintenance,73
DEL-010830,FL-047130,Late Aircraft Arrival,77
DEL-010831,FL-047136,Air Traffic Control,45
DEL-010832,FL-047138,Maintenance,124
DEL-010833,FL-047148,Air Traffic Control,80
DEL-010834,FL-047150,Late Aircraft Arrival,58
DEL-010835,FL-047159,Security,19
DEL-010836,FL-047160,Air Traffic Control,21
DEL-010837,FL-047161,Weather,18
DEL-010838,FL-047165,Air Traffic Control,282
DEL-010839,FL-047170,Air Traffic Control,258
DEL-010840,FL-047173,Air Traffic Control,58
DEL-010841,FL-047182,Security,29
DEL-010842,FL-047186,Maintenance,20
DEL-010843,FL-047188,Air Traffic Control,16
DEL-010844,FL-047190,Weather,33
DEL-010845,FL-047194,Security,45
DEL-010846,FL-047195,Maintenance,33
DEL-010847,FL-047203,Late Aircraft Arrival,36
DEL-010848,FL-047210,Weather,124
DEL-010849,FL-047213,Maintenance,23
DEL-010850,FL-047215,Air Traffic Control,30
DEL-010851,FL-047220,Air Traffic Control,91
DEL-010852,FL-047222,Weather,15
DEL-010853,FL-047231,Weather,16
DEL-010854,FL-047234,Weather,17
DEL-010855,FL-047246,Maintenance,101
DEL-010856,FL-047249,Late Aircraft Arrival,18
DEL-010857,FL-047250,Weather,54
DEL-010858,FL-047254,Air Traffic Control,21
DEL-010859,FL-047257,Air Traffic Control,94
DEL-010860,FL-047259,Air Traffic Control,47
DEL-010861,FL-047267,Weather,17
DEL-010862,FL-047268,Weather,36
DEL-010863,FL-047271,Air Traffic Control,28
DEL-010864,FL-047276,Maintenance,78
DEL-010865,FL-047285,Weather,62
DEL-010866,FL-047310,Late Aircraft Arrival,46
DEL-010867,FL-047316,Weather,68
DEL-010868,FL-047322,Maintenance,39
DEL-010869,FL-047324,Air Traffic Control,63
DEL-010870,FL-047325,Maintenance,43
DEL-010871,FL-047358,Maintenance,55
DEL-010872,FL-047363,Air Traffic Control,24
DEL-010873,FL-047368,Air Traffic Control,33
DEL-010874,FL-047370,Air Traffic Control,24
DEL-010875,FL-047373,Air Traffic Control,56
DEL-010876,FL-047378,Air Traffic Control,16
DEL-010877,FL-047380,Late Aircraft Arrival,27
DEL-010878,FL-047381,Weather,55
DEL-010879,FL-047383,Late Aircraft Arrival,18
DEL-010880,FL-047384,Maintenance,35
DEL-010881,FL-047387,Late Aircraft Arrival,53
DEL-010882,FL-047389,Maintenance,35
DEL-010883,FL-047395,Late Aircraft Arrival,110
DEL-010884,FL-047398,Weather,75
DEL-010885,FL-047400,Weather,45
DEL-010886,FL-047401,Weather,332
DEL-010887,FL-047407,Late Aircraft Arrival,40
DEL-010888,FL-047410,Air Traffic Control,113
DEL-010889,FL-047413,Late Aircraft Arrival,32
DEL-010890,FL-047416,Air Traffic Control,46
DEL-010891,FL-047422,Maintenance,20
DEL-010892,FL-047430,Air Traffic Control,44
DEL-010893,FL-047433,Weather,30
DEL-010894,FL-047438,Maintenance,84
DEL-010895,FL-047444,Maintenance,43
DEL-010896,FL-047447,Maintenance,111
DEL-010897,FL-047449,Air Traffic Control,94
DEL-010898,FL-047457,Air Traffic Control,39
DEL-010899,FL-047463,Maintenance,66
DEL-010900,FL-047464,Late Aircraft Arrival,61
DEL-010901,FL-047465,Air Traffic Control,16
DEL-010902,FL-047467,Late Aircraft Arrival,16
DEL-010903,FL-047470,Maintenance,21
DEL-010904,FL-047472,Weather,40
DEL-010905,FL-047483,Late Aircraft Arrival,54
DEL-010906,FL-047488,Weather,44
DEL-010907,FL-047490,Air Traffic Control,23
DEL-010908,FL-047499,Weather,40
DEL-010909,FL-047502,Air Traffic Control,45
DEL-010910,FL-047507,Weather,19
DEL-010911,FL-047509,Air Traffic Control,139
DEL-010912,FL-047512,Weather,55
DEL-010913,FL-047516,Late Aircraft Arrival,32
DEL-010914,FL-047518,Weather,61
DEL-010915,FL-047522,Late Aircraft Arrival,79
DEL-010916,FL-047525,Air Traffic Control,47
DEL-010917,FL-047527,Weather,17
DEL-010918,FL-047528,Weather,50
DEL-010919,FL-047529,Maintenance,119
DEL-010920,FL-047530,Maintenance,23
DEL-010921,FL-047542,Air Traffic Control,59
DEL-010922,FL-047547,Weather,15
DEL-010923,FL-047550,Air Traffic Control,97
DEL-010924,FL-047552,Maintenance,31
DEL-010925,FL-047556,Air Traffic Control,30
DEL-010926,FL-047557,Weather,63
DEL-010927,FL-047566,Weather,37
DEL-010928,FL-047568,Late Aircraft Arrival,36
DEL-010929,FL-047573,Air Traffic Control,82
DEL-010930,FL-047575,Weather,59
DEL-010931,FL-047576,Maintenance,18
DEL-010932,FL-047582,Weather,114
DEL-010933,FL-047588,Air Traffic Control,39
DEL-010934,FL-047591,Late Aircraft Arrival,21
DEL-010935,FL-047592,Late Aircraft Arrival,53
DEL-010936,FL-047593,Weather,57
DEL-010937,FL-047595,Air Traffic Control,51
DEL-010938,FL-047597,Maintenance,84
DEL-010939,FL-047598,Maintenance,42
DEL-010940,FL-047606,Air Traffic Control,40
DEL-010941,FL-047607,Air Traffic Control,26
DEL-010942,FL-047618,Weather,44
DEL-010943,FL-047624,Weather,136
DEL-010944,FL-047631,Weather,54
DEL-010945,FL-047632,Weather,33
DEL-010946,FL-047633,Air Traffic Control,152
DEL-010947,FL-047640,Late Aircraft Arrival,33
DEL-010948,FL-047643,Air Traffic Control,23
DEL-010949,FL-047656,Maintenance,45
DEL-010950,FL-047659,Late Aircraft Arrival,184
DEL-010951,FL-047666,Late Aircraft Arrival,89
DEL-010952,FL-047671,Air Traffic Control,46
DEL-010953,FL-047674,Air Traffic Control,123
DEL-010954,FL-047677,Weather,44
DEL-010955,FL-047678,Weather,23
DEL-010956,FL-047690,Air Traffic Control,134
DEL-010957,FL-047692,Maintenance,60
DEL-010958,FL-047695,Maintenance,30
DEL-010959,FL-047696,Late Aircraft Arrival,63
DEL-010960,FL-047699,Air Traffic Control,66
DEL-010961,FL-047706,Air Traffic Control,61
DEL-010962,FL-047715,Weather,53
DEL-010963,FL-047725,Late Aircraft Arrival,36
DEL-010964,FL-047726,Late Aircraft Arrival,20
DEL-010965,FL-047728,Maintenance,63
DEL-010966,FL-047732,Air Traffic Control,79
DEL-010967,FL-047733,Maintenance,85
DEL-010968,FL-047735,Air Traffic Control,115
DEL-010969,FL-047739,Late Aircraft Arrival,24
DEL-010970,FL-047747,Weather,68
DEL-010971,FL-047748,Weather,118
DEL-010972,FL-047752,Weather,84
DEL-010973,FL-047761,Late Aircraft Arrival,53
DEL-010974,FL-047767,Maintenance,59
DEL-010975,FL-047774,Late Aircraft Arrival,60
DEL-010976,FL-047775,Weather,16
DEL-010977,FL-047780,Weather,107
DEL-010978,FL-047781,Late Aircraft Arrival,30
DEL-010979,FL-047785,Air Traffic Control,22
DEL-010980,FL-047792,Air Traffic Control,68
DEL-010981,FL-047797,Weather,67
DEL-010982,FL-047799,Maintenance,203
DEL-010983,FL-047802,Air Traffic Control,164
DEL-010984,FL-047814,Weather,43
DEL-010985,FL-047815,Maintenance,23
DEL-010986,FL-047816,Air Traffic Control,79
DEL-010987,FL-047818,Air Traffic Control,35
DEL-010988,FL-047820,Weather,54
DEL-010989,FL-047822,Weather,198
DEL-010990,FL-047828,Weather,18
DEL-010991,FL-047830,Weather,30
DEL-010992,FL-047834,Air Traffic Control,16
DEL-010993,FL-047838,Maintenance,148
DEL-010994,FL-047843,Maintenance,51
DEL-010995,FL-047851,Air Traffic Control,15
DEL-010996,FL-047853,Weather,47
DEL-010997,FL-047860,Maintenance,86
DEL-010998,FL-047866,Late Aircraft Arrival,102
DEL-010999,FL-047869,Maintenance,23
DEL-011000,FL-047875,Air Traffic Control,15
DEL-011001,FL-047879,Air Traffic Control,58
DEL-011002,FL-047888,Weather,40
DEL-011003,FL-047889,Weather,25
DEL-011004,FL-047896,Late Aircraft Arrival,28
DEL-011005,FL-047899,Security,43
DEL-011006,FL-047902,Maintenance,59
DEL-011007,FL-047904,Maintenance,34
DEL-011008,FL-047910,Weather,24
DEL-011009,FL-047913,Weather,50
DEL-011010,FL-047921,Air Traffic Control,77
DEL-011011,FL-047928,Weather,99
DEL-011012,FL-047931,Weather,96
DEL-011013,FL-047936,Weather,20
DEL-011014,FL-047937,Maintenance,62
DEL-011015,FL-047938,Air Traffic Control,50
DEL-011016,FL-047945,Maintenance,185
DEL-011017,FL-047946,Air Traffic Control,93
DEL-011018,FL-047948,Maintenance,93
DEL-011019,FL-047953,Late Aircraft Arrival,100
DEL-011020,FL-047954,Air Traffic Control,38
DEL-011021,FL-047955,Maintenance,19
DEL-011022,FL-047966,Maintenance,94
DEL-011023,FL-047972,Late Aircraft Arrival,15
DEL-011024,FL-047973,Air Traffic Control,40
DEL-011025,FL-047980,Weather,22
DEL-011026,FL-047982,Air Traffic Control,85
DEL-011027,FL-047984,Air Traffic Control,47
DEL-011028,FL-047992,Weather,38
DEL-011029,FL-048000,Late Aircraft Arrival,63
DEL-011030,FL-048002,Late Aircraft Arrival,32
DEL-011031,FL-048003,Air Traffic Control,78
DEL-011032,FL-048010,Late Aircraft Arrival,118
DEL-011033,FL-048012,Air Traffic Control,93
DEL-011034,FL-048016,Air Traffic Control,26
DEL-011035,FL-048017,Maintenance,41
DEL-011036,FL-048018,Air Traffic Control,164
DEL-011037,FL-048025,Air Traffic Control,173
DEL-011038,FL-048027,Late Aircraft Arrival,27
DEL-011039,FL-048028,Late Aircraft Arrival,51
DEL-011040,FL-048038,Security,59
DEL-011041,FL-048039,Weather,23
DEL-011042,FL-048042,Late Aircraft Arrival,92
DEL-011043,FL-048045,Air Traffic Control,22
DEL-011044,FL-048047,Weather,24
DEL-011045,FL-048054,Late Aircraft Arrival,35
DEL-011046,FL-048055,Late Aircraft Arrival,36
DEL-011047,FL-048059,Maintenance,51
DEL-011048,FL-048063,Maintenance,25
DEL-011049,FL-048074,Air Traffic Control,26
DEL-011050,FL-048077,Air Traffic Control,25
DEL-011051,FL-048084,Air Traffic Control,69
DEL-011052,FL-048085,Air Traffic Control,23
DEL-011053,FL-048086,Weather,30
DEL-011054,FL-048089,Late Aircraft Arrival,19
DEL-011055,FL-048090,Air Traffic Control,97
DEL-011056,FL-048092,Air Traffic Control,83
DEL-011057,FL-048098,Air Traffic Control,35
DEL-011058,FL-048104,Maintenance,76
DEL-011059,FL-048111,Weather,95
DEL-011060,FL-048113,Maintenance,18
DEL-011061,FL-048129,Weather,41
DEL-011062,FL-048132,Maintenance,17
DEL-011063,FL-048134,Air Traffic Control,40
DEL-011064,FL-048137,Late Aircraft Arrival,22
DEL-011065,FL-048141,Weather,102
DEL-011066,FL-048151,Air Traffic Control,34
DEL-011067,FL-048161,Late Aircraft Arrival,71
DEL-011068,FL-048179,Weather,39
DEL-011069,FL-048180,Air Traffic Control,54
DEL-011070,FL-048185,Security,174
DEL-011071,FL-048193,Security,130
DEL-011072,FL-048195,Air Traffic Control,75
DEL-011073,FL-048200,Air Traffic Control,22
DEL-011074,FL-048211,Maintenance,54
DEL-011075,FL-048215,Air Traffic Control,29
DEL-011076,FL-048217,Air Traffic Control,128
DEL-011077,FL-048221,Weather,39
DEL-011078,FL-048225,Air Traffic Control,76
DEL-011079,FL-048238,Air Traffic Control,51
DEL-011080,FL-048239,Late Aircraft Arrival,37
DEL-011081,FL-048240,Security,57
DEL-011082,FL-048241,Maintenance,72
DEL-011083,FL-048244,Air Traffic Control,34
DEL-011084,FL-048248,Maintenance,45
DEL-011085,FL-048251,Maintenance,45
DEL-011086,FL-048254,Late Aircraft Arrival,199
DEL-011087,FL-048261,Air Traffic Control,30
DEL-011088,FL-048264,Air Traffic Control,76
DEL-011089,FL-048269,Air Traffic Control,77
DEL-011090,FL-048273,Maintenance,23
DEL-011091,FL-048274,Air Traffic Control,42
DEL-011092,FL-048276,Maintenance,23
DEL-011093,FL-048280,Air Traffic Control,116
DEL-011094,FL-048283,Weather,64
DEL-011095,FL-048284,Late Aircraft Arrival,61
DEL-011096,FL-048285,Weather,115
