Ticket_ID,Flight_ID,Passenger_ID,Class,Fare_Amount_USD,Booking_Date
TK-0046450,FL-034266,PA-007346,First,1553.36,2025-11-01
TK-0046451,FL-074475,PA-019596,Economy,640.38,2025-03-20
TK-0046452,FL-023898,PA-009588,Business,2075.31,2025-08-15
TK-0046453,FL-001244,PA-006987,Economy,918.29,2024-06-23
TK-0046454,FL-028584,PA-018234,Business,2328.53,2025-07-12
TK-0046455,FL-051120,PA-007178,Economy,199.33,2025-03-07
TK-0046456,FL-060553,PA-008785,Economy,423.15,2024-11-09
TK-0046457,FL-082858,PA-023577,Economy,270.3,2025-08-08
TK-0046458,FL-095782,PA-009733,Business,1004.16,2025-02-16
TK-0046459,FL-005025,PA-003102,Economy,159.41,2025-08-03
TK-0046460,FL-042302,PA-002971,Economy,326.04,2025-09-13
TK-0046461,FL-026130,PA-014681,Economy,857.7,2024-06-19
TK-0046462,FL-060017,PA-009813,Business,1810.13,2025-07-17
TK-0046463,FL-098703,PA-016333,Economy,637.24,2025-08-28
TK-0046464,FL-000985,PA-018674,Economy,228.69,2025-06-05
TK-0046465,FL-052067,PA-022815,Economy,137.09,2024-08-03
TK-0046466,FL-064815,PA-007784,Economy,301.1,2024-02-03
TK-0046467,FL-089245,PA-007491,Economy,855.81,2024-12-20
TK-0046468,FL-060506,PA-017849,Economy,360.14,2025-10-03
TK-0046469,FL-035128,PA-008632,Economy,868.9,2025-04-14
TK-0046470,FL-013145,PA-001219,Economy,227.82,2024-07-01
TK-0046471,FL-076937,PA-022262,Business,1650.17,2025-04-22
TK-0046472,FL-062718,PA-007293,Economy,142.97,2025-09-02
TK-0046473,FL-084687,PA-016209,Economy,139.23,2025-01-12
TK-0046474,FL-094779,PA-016837,Business,1436.7,2024-06-20
TK-0046475,FL-091999,PA-009322,Economy,175.54,2023-11-02
TK-0046476,FL-094543,PA-007377,Economy,792.82,2024-01-31
TK-0046477,FL-044329,PA-003374,Economy,844.32,2025-03-06
TK-0046478,FL-070737,PA-019266,Economy,467.45,2025-03-24
TK-0046479,FL-001906,PA-021861,Economy,754.64,2025-07-30
TK-0046480,FL-053580,PA-010516,Economy,643.92,2024-09-22
TK-0046481,FL-079841,PA-014632,Economy,194.08,2025-02-03
TK-0046482,FL-093921,PA-024335,Economy,832.31,2024-03-24
TK-0046483,FL-007335,PA-013673,Economy,286.38,2024-06-10
TK-0046484,FL-029163,PA-002734,Economy,130.37,2024-08-19
TK-0046485,FL-027972,PA-011018,Economy,482.81,2024-11-27
TK-0046486,FL-053244,PA-002281,Business,376.44,2025-01-19
TK-0046487,FL-089141,PA-015889,Business,1794.59,2025-06-16
TK-0046488,FL-016074,PA-004579,Economy,830.16,2024-05-27
TK-0046489,FL-017724,PA-002945,Economy,123.97,2024-08-12
TK-0046490,FL-088394,PA-006290,Economy,377.32,2024-11-20
TK-0046491,FL-048001,PA-023901,Economy,424.12,2024-10-16
TK-0046492,FL-071163,PA-005614,Business,2512.87,2024-12-14
TK-0046493,FL-029819,PA-004257,Economy,423.97,2025-06-23
TK-0046494,FL-052644,PA-000021,Economy,95.2,2024-02-03
TK-0046495,FL-089679,PA-022569,Economy,710.76,2024-06-01
TK-0046496,FL-070620,PA-008193,Economy,383.99,2025-07-17
TK-0046497,FL-023535,PA-012521,Economy,464.45,2024-10-28
TK-0046498,FL-083162,PA-021156,Economy,705.4,2024-01-01
TK-0046499,FL-049314,PA-021374,Economy,348.14,2024-04-22
TK-0046500,FL-072231,PA-013201,Economy,328.59,2023-11-24
TK-0046501,FL-097637,PA-009787,First,4124.39,2024-08-27
TK-0046502,FL-033143,PA-006986,First,4297.98,2023-12-15
TK-0046503,FL-085582,PA-013116,Economy,244.04,2025-08-14
TK-0046504,FL-006369,PA-017360,Economy,479.39,2023-11-18
TK-0046505,FL-070943,PA-007503,Business,2002.29,2025-09-14
TK-0046506,FL-084841,PA-012280,Economy,516.07,2024-11-03
TK-0046507,FL-021684,PA-013729,Economy,160.13,2024-07-26
TK-0046508,FL-036289,PA-024198,Economy,217.07,2024-03-06
TK-0046509,FL-038664,PA-009071,Economy,838.71,2024-01-19
TK-0046510,FL-039473,PA-014052,First,4475.2,2024-01-02
TK-0046511,FL-080224,PA-012234,Business,856.34,2025-06-15
TK-0046512,FL-052841,PA-010964,First,1601.16,2024-03-02
TK-0046513,FL-001358,PA-016645,Economy,391.58,2025-06-28
TK-0046514,FL-015908,PA-020858,First,4014.81,2025-01-24
TK-0046515,FL-092462,PA-004845,First,4105.31,2024-03-06
TK-0046516,FL-033272,PA-017487,Economy,825.67,2024-06-06
TK-0046517,FL-008895,PA-006350,Economy,819.73,2025-07-30
TK-0046518,FL-043023,PA-004551,Economy,348.47,2025-03-12
TK-0046519,FL-029435,PA-017564,Economy,290.41,2025-03-14
TK-0046520,FL-070630,PA-020159,Economy,190.6,2025-03-09
TK-0046521,FL-077695,PA-007688,Business,1445.02,2024-12-05
TK-0046522,FL-062336,PA-011445,Economy,400.38,2024-07-14
TK-0046523,FL-014855,PA-016253,First,4139.16,2023-11-26
TK-0046524,FL-028057,PA-017062,Economy,688.38,2025-08-27
TK-0046525,FL-043313,PA-013338,Economy,644.9,2025-03-14
TK-0046526,FL-073585,PA-023064,Economy,334.84,2025-06-09
TK-0046527,FL-040626,PA-021428,Economy,767.74,2024-05-25
TK-0046528,FL-038005,PA-000485,Business,1681.77,2025-07-25
TK-0046529,FL-089036,PA-002576,Economy,237.48,2025-07-31
TK-0046530,FL-038588,PA-002686,Economy,528.64,2025-02-20
TK-0046531,FL-059110,PA-003064,Business,466.31,2025-01-23
TK-0046532,FL-013999,PA-007664,Economy,815.26,2024-09-28
TK-0046533,FL-045040,PA-004708,Economy,803.86,2024-05-09
TK-0046534,FL-000061,PA-023198,Economy,898.31,2024-03-11
TK-0046535,FL-030677,PA-019891,Economy,768.45,2024-02-13
TK-0046536,FL-004089,PA-022415,Economy,221.19,2025-04-11
TK-0046537,FL-086269,PA-012899,Economy,802.7,2024-08-16
TK-0046538,FL-059622,PA-001275,Economy,543.53,2024-03-17
TK-0046539,FL-070555,PA-004909,Economy,398.76,2025-08-15
TK-0046540,FL-043611,PA-017492,Business,380.55,2025-09-07
TK-0046541,FL-031624,PA-023365,Economy,328.59,2025-10-10
TK-0046542,FL-045360,PA-011153,Economy,778.57,2024-02-16
TK-0046543,FL-040438,PA-003501,Economy,266.29,2025-09-16
TK-0046544,FL-025176,PA-010556,Economy,498.21,2024-09-19
TK-0046545,FL-034477,PA-016053,Business,1147.9,2024-05-03
TK-0046546,FL-012964,PA-022774,Business,971.76,2024-08-06
TK-0046547,FL-033910,PA-023921,First,2091.36,2024-02-04
TK-0046548,FL-039005,PA-022577,Economy,193.95,2025-05-22
TK-0046549,FL-006836,PA-006038,Economy,461.46,2025-01-23
TK-0046550,FL-056169,PA-002110,Economy,197.27,2025-07-09
TK-0046551,FL-070250,PA-023983,Economy,899.86,2024-11-08
TK-0046552,FL-039677,PA-011856,Economy,784.97,2025-02-26
TK-0046553,FL-033985,PA-015056,Economy,706.15,2024-06-24
TK-0046554,FL-040884,PA-020513,Economy,222.61,2025-09-30
TK-0046555,FL-017334,PA-010634,Economy,708.99,2025-12-02
TK-0046556,FL-079404,PA-015342,Economy,344.74,2024-03-30
TK-0046557,FL-092885,PA-017618,Economy,634.46,2024-01-24
TK-0046558,FL-056169,PA-017840,Economy,227.17,2025-07-04
TK-0046559,FL-048036,PA-003288,Economy,722.92,2023-11-30
TK-0046560,FL-096875,PA-022061,Business,1838.46,2025-08-05
TK-0046561,FL-079722,PA-000515,Business,1035.94,2025-07-14
TK-0046562,FL-007374,PA-023610,Economy,338.46,2024-03-24
TK-0046563,FL-064935,PA-007546,Economy,673.81,2024-06-21
TK-0046564,FL-006404,PA-021255,Economy,860.16,2024-10-23
TK-0046565,FL-033337,PA-017799,First,4615.11,2025-08-18
TK-0046566,FL-041166,PA-016308,Economy,248.31,2023-12-17
TK-0046567,FL-075461,PA-003737,Economy,502.48,2025-07-05
TK-0046568,FL-034582,PA-004910,First,3823.05,2025-07-12
TK-0046569,FL-090741,PA-022561,Economy,356.27,2025-01-21
TK-0046570,FL-098380,PA-016480,Economy,799.86,2024-02-06
TK-0046571,FL-020382,PA-022909,Economy,686.7,2024-02-13
TK-0046572,FL-046498,PA-013737,Economy,503.75,2024-08-14
TK-0046573,FL-094468,PA-010325,Economy,439.02,2025-05-30
TK-0046574,FL-063569,PA-000287,Economy,670.35,2024-11-25
TK-0046575,FL-088807,PA-001739,Economy,139.42,2025-08-31
TK-0046576,FL-018078,PA-022118,Economy,698.14,2024-12-08
TK-0046577,FL-066402,PA-005368,Economy,654.56,2023-12-31
TK-0046578,FL-032119,PA-018050,Business,1444.08,2025-07-31
TK-0046579,FL-099843,PA-009037,Economy,116.2,2024-01-12
TK-0046580,FL-027783,PA-013462,Economy,675.57,2025-09-12
TK-0046581,FL-052750,PA-003909,Economy,197.79,2025-06-28
TK-0046582,FL-059871,PA-024407,Economy,648.45,2025-07-05
TK-0046583,FL-065037,PA-002475,Economy,572.83,2025-10-01
TK-0046584,FL-046129,PA-019726,Economy,680.55,2025-11-17
TK-0046585,FL-024673,PA-004006,Business,468.39,2025-06-15
TK-0046586,FL-012320,PA-020134,Economy,545.92,2025-09-19
TK-0046587,FL-067200,PA-021375,Economy,349.99,2024-11-30
TK-0046588,FL-080614,PA-024792,Business,1885.54,2024-01-28
TK-0046589,FL-092042,PA-011258,Economy,762.88,2024-02-26
TK-0046590,FL-071392,PA-020026,Economy,609.35,2025-06-22
TK-0046591,FL-022185,PA-009048,Economy,317.37,2024-09-19
TK-0046592,FL-096614,PA-010055,Economy,399.95,2024-08-18
TK-0046593,FL-045304,PA-005781,Economy,402.58,2024-12-14
TK-0046594,FL-066690,PA-020248,Economy,470.97,2024-02-05
TK-0046595,FL-039535,PA-024795,Economy,394.2,2024-03-23
TK-0046596,FL-011239,PA-014243,Economy,750.76,2025-07-21
TK-0046597,FL-020354,PA-012457,Economy,457.95,2023-12-16
TK-0046598,FL-033819,PA-009195,Economy,191.86,2025-04-03
TK-0046599,FL-069271,PA-019590,Economy,348.89,2024-07-03
TK-0046600,FL-029463,PA-021973,Economy,567.77,2023-12-31
TK-0046601,FL-032889,PA-018164,Business,987.95,2025-03-29
TK-0046602,FL-030110,PA-006679,Economy,482.42,2025-10-03
TK-0046603,FL-091305,PA-012037,Business,1326.28,2024-09-30
TK-0046604,FL-043240,PA-010684,Economy,106.84,2024-06-12
TK-0046605,FL-010394,PA-013869,Economy,700.77,2024-12-07
TK-0046606,FL-020420,PA-014338,Business,592.04,2025-09-25
TK-0046607,FL-037357,PA-007648,Economy,613.07,2024-06-25
TK-0046608,FL-053519,PA-016548,Economy,765.3,2025-02-22
TK-0046609,FL-010970,PA-020897,Economy,800.74,2024-04-29
TK-0046610,FL-025820,PA-019934,Economy,615.51,2023-11-26
TK-0046611,FL-049611,PA-011540,Business,2245.43,2024-05-01
TK-0046612,FL-084995,PA-001237,Economy,194.14,2024-08-31
TK-0046613,FL-073520,PA-012632,Economy,843.31,2025-09-22
TK-0046614,FL-094365,PA-008824,Economy,330.82,2025-05-17
TK-0046615,FL-041289,PA-000490,Economy,469.86,2024-03-04
TK-0046616,FL-036792,PA-006460,Economy,755.04,2023-11-23
TK-0046617,FL-084441,PA-016043,Economy,203.43,2024-11-12
TK-0046618,FL-080226,PA-011370,Economy,594.31,2024-08-12
TK-0046619,FL-007002,PA-012637,Economy,880.78,2024-07-25
TK-0046620,FL-099890,PA-009269,Economy,350.29,2024-04-25
TK-0046621,FL-031976,PA-016017,Economy,474.14,2024-09-27
TK-0046622,FL-059368,PA-017219,Economy,210.53,2025-09-25
TK-0046623,FL-029962,PA-012978,Economy,569.52,2024-11-22
TK-0046624,FL-065110,PA-012369,Business,729.89,2024-09-20
TK-0046625,FL-071981,PA-000075,Economy,161.95,2024-12-02
TK-0046626,FL-043148,PA-017439,Economy,216.0,2024-12-21
TK-0046627,FL-012828,PA-023314,Economy,534.66,2025-03-11
TK-0046628,FL-029498,PA-008372,Economy,835.75,2025-01-12
TK-0046629,FL-056904,PA-013899,Economy,147.58,2024-10-23
TK-0046630,FL-032446,PA-012490,Business,1373.87,2025-12-03
TK-0046631,FL-006362,PA-021031,Economy,235.49,2025-04-27
TK-0046632,FL-082683,PA-017614,Business,1465.69,2025-07-18
TK-0046633,FL-038898,PA-020041,Economy,414.46,2024-03-07
TK-0046634,FL-068027,PA-004114,Economy,138.74,2024-08-24
TK-0046635,FL-008455,PA-011771,Economy,349.08,2024-01-12
TK-0046636,FL-081554,PA-005557,Business,2117.75,2025-06-16
TK-0046637,FL-041050,PA-019732,Economy,273.16,2024-04-30
TK-0046638,FL-005677,PA-010462,Economy,306.85,2024-01-06
TK-0046639,FL-039578,PA-023365,Economy,509.85,2024-05-04
TK-0046640,FL-035052,PA-023024,Economy,94.19,2024-08-05
TK-0046641,FL-008396,PA-011754,Economy,241.58,2024-11-17
TK-0046642,FL-004273,PA-002931,First,3548.32,2025-07-31
TK-0046643,FL-005739,PA-000834,Economy,542.73,2024-06-20
TK-0046644,FL-069074,PA-024775,Economy,595.59,2024-12-26
TK-0046645,FL-073470,PA-006428,Economy,808.7,2025-10-12
TK-0046646,FL-091789,PA-012727,Business,703.74,2025-06-08
TK-0046647,FL-026824,PA-007122,Economy,697.6,2024-07-16
TK-0046648,FL-024416,PA-008355,Economy,120.36,2024-06-05
TK-0046649,FL-028744,PA-012992,Business,2019.78,2024-11-14
TK-0046650,FL-026298,PA-005700,Economy,803.64,2025-04-24
TK-0046651,FL-007383,PA-021746,Economy,118.37,2025-03-31
TK-0046652,FL-065272,PA-005605,Economy,418.75,2024-05-26
TK-0046653,FL-036190,PA-012627,Economy,288.2,2024-01-01
TK-0046654,FL-013210,PA-003734,Business,771.96,2025-03-18
TK-0046655,FL-048564,PA-019618,Economy,788.04,2025-10-26
TK-0046656,FL-027791,PA-011355,Economy,674.51,2025-05-26
TK-0046657,FL-019667,PA-020592,Economy,833.26,2024-02-27
TK-0046658,FL-000058,PA-006531,Economy,295.16,2024-06-16
TK-0046659,FL-006656,PA-005208,Economy,473.29,2025-04-28
TK-0046660,FL-023596,PA-008802,Economy,73.42,2024-10-29
TK-0046661,FL-008133,PA-005896,Business,1248.42,2025-10-01
TK-0046662,FL-072033,PA-024154,Economy,431.94,2025-02-04
TK-0046663,FL-068873,PA-022572,Economy,717.64,2024-10-18
TK-0046664,FL-007601,PA-016010,Economy,819.88,2024-06-26
TK-0046665,FL-088712,PA-011293,Economy,673.9,2024-02-26
TK-0046666,FL-032191,PA-023032,Economy,489.52,2023-12-26
TK-0046667,FL-088635,PA-010867,Economy,228.11,2024-11-02
TK-0046668,FL-074348,PA-011778,Economy,513.59,2024-06-04
TK-0046669,FL-022471,PA-005016,Economy,862.35,2025-01-14
TK-0046670,FL-081851,PA-022609,Economy,396.44,2025-03-29
TK-0046671,FL-089335,PA-024658,Economy,435.61,2025-11-30
TK-0046672,FL-031402,PA-010625,Business,1926.78,2024-02-06
TK-0046673,FL-099933,PA-003908,Economy,764.95,2025-01-11
TK-0046674,FL-049705,PA-008438,Economy,479.09,2025-09-03
TK-0046675,FL-040116,PA-003654,Economy,146.95,2023-12-09
TK-0046676,FL-084072,PA-018503,Economy,289.5,2025-04-18
TK-0046677,FL-004040,PA-018060,Business,2482.58,2025-08-20
TK-0046678,FL-079761,PA-006206,Economy,870.85,2024-09-01
TK-0046679,FL-082867,PA-005194,Economy,523.88,2024-07-29
TK-0046680,FL-010790,PA-020290,Business,574.06,2024-01-24
TK-0046681,FL-079043,PA-005082,Economy,436.86,2024-05-09
TK-0046682,FL-042696,PA-017196,Economy,157.31,2024-04-29
TK-0046683,FL-036090,PA-018491,Economy,180.8,2025-05-28
TK-0046684,FL-033595,PA-011365,Economy,242.03,2024-11-07
TK-0046685,FL-092353,PA-018364,Economy,436.48,2025-08-20
TK-0046686,FL-081186,PA-024806,Economy,502.14,2024-08-14
TK-0046687,FL-011284,PA-015810,Economy,757.43,2025-05-10
TK-0046688,FL-003113,PA-012687,Economy,568.09,2025-02-20
TK-0046689,FL-078590,PA-020058,Economy,880.47,2025-06-13
TK-0046690,FL-079762,PA-024730,Economy,268.46,2025-05-09
TK-0046691,FL-078523,PA-015819,Business,2100.49,2025-03-18
TK-0046692,FL-003956,PA-013136,Business,668.32,2024-11-07
TK-0046693,FL-061085,PA-002006,Economy,582.62,2025-01-12
TK-0046694,FL-030534,PA-005759,Economy,457.32,2024-10-06
TK-0046695,FL-095431,PA-019190,Economy,725.62,2024-04-23
TK-0046696,FL-030046,PA-002665,Economy,453.46,2025-02-22
TK-0046697,FL-085917,PA-006916,Economy,689.45,2024-09-06
TK-0046698,FL-073404,PA-003286,Economy,217.58,2023-11-11
TK-0046699,FL-041003,PA-013607,Economy,286.97,2025-01-16
TK-0046700,FL-036648,PA-019416,Business,856.19,2025-09-28
TK-0046701,FL-028487,PA-021838,Economy,582.11,2024-07-30
TK-0046702,FL-039417,PA-002021,First,2134.03,2025-01-06
TK-0046703,FL-033469,PA-004462,Economy,842.5,2025-05-04
TK-0046704,FL-071737,PA-014827,Economy,788.29,2025-08-07
TK-0046705,FL-049662,PA-002157,Business,843.58,2025-10-18
TK-0046706,FL-084504,PA-008392,Economy,552.6,2024-10-11
TK-0046707,FL-000213,PA-024049,Business,991.79,2024-10-05
TK-0046708,FL-073203,PA-016266,Business,724.08,2024-09-02
TK-0046709,FL-034524,PA-018841,Business,2133.61,2025-08-21
TK-0046710,FL-014906,PA-024168,Economy,738.74,2024-06-15
TK-0046711,FL-035730,PA-024116,Economy,323.4,2025-05-30
TK-0046712,FL-066258,PA-024726,Economy,708.32,2025-11-05
TK-0046713,FL-095640,PA-021643,Economy,447.56,2024-11-15
TK-0046714,FL-003736,PA-022771,Economy,500.75,2024-02-28
TK-0046715,FL-061361,PA-006401,First,3213.13,2024-02-01
TK-0046716,FL-088820,PA-008336,Economy,260.48,2024-10-27
TK-0046717,FL-046038,PA-015891,Economy,576.84,2025-02-19
TK-0046718,FL-084672,PA-014025,First,1264.86,2025-10-26
TK-0046719,FL-098277,PA-010716,Economy,268.12,2024-08-12
TK-0046720,FL-098939,PA-018841,Economy,334.57,2024-12-07
TK-0046721,FL-001015,PA-001925,Business,2375.02,2025-08-26
TK-0046722,FL-025186,PA-012365,Business,502.55,2024-07-20
TK-0046723,FL-064783,PA-014965,Economy,183.71,2025-12-11
TK-0046724,FL-030476,PA-008821,Economy,538.88,2025-03-11
TK-0046725,FL-017348,PA-013489,First,971.36,2025-02-05
TK-0046726,FL-055739,PA-011637,Economy,711.94,2024-10-30
TK-0046727,FL-075595,PA-006605,Economy,847.32,2024-12-26
TK-0046728,FL-093891,PA-008993,Economy,537.77,2024-06-23
TK-0046729,FL-070851,PA-008647,Economy,655.7,2024-12-02
TK-0046730,FL-016539,PA-001978,Business,606.24,2024-07-26
TK-0046731,FL-035935,PA-008731,Economy,795.43,2024-09-09
TK-0046732,FL-038431,PA-014521,Business,1838.7,2024-03-19
TK-0046733,FL-038641,PA-008539,Business,1784.24,2023-10-20
TK-0046734,FL-048448,PA-016139,First,1401.08,2024-07-18
TK-0046735,FL-082125,PA-008472,Economy,439.7,2025-09-15
TK-0046736,FL-096575,PA-012322,Economy,606.79,2024-04-01
TK-0046737,FL-084175,PA-009585,Economy,518.93,2025-11-06
TK-0046738,FL-045530,PA-018336,Economy,290.65,2025-02-05
TK-0046739,FL-063623,PA-003032,Economy,781.07,2024-03-08
TK-0046740,FL-008066,PA-016842,Economy,772.35,2025-03-18
TK-0046741,FL-017365,PA-001043,Economy,83.69,2024-10-21
TK-0046742,FL-022501,PA-016813,Economy,356.21,2025-05-14
TK-0046743,FL-066605,PA-000599,Economy,326.15,2025-03-11
TK-0046744,FL-081018,PA-012249,Economy,349.12,2025-05-09
TK-0046745,FL-069483,PA-009733,Economy,862.82,2024-06-06
TK-0046746,FL-054215,PA-008316,Economy,749.5,2024-04-01
TK-0046747,FL-013184,PA-009288,Economy,337.77,2024-06-24
TK-0046748,FL-020382,PA-012731,Economy,688.36,2024-01-23
TK-0046749,FL-082349,PA-024000,Economy,584.99,2024-06-08
TK-0046750,FL-035092,PA-011687,Economy,192.23,2025-03-10
TK-0046751,FL-020222,PA-016378,Business,1768.2,2025-03-08
TK-0046752,FL-060868,PA-007622,Economy,172.9,2025-03-08
TK-0046753,FL-075860,PA-004776,Economy,759.27,2025-02-10
TK-0046754,FL-034995,PA-016295,Economy,847.71,2025-04-02
TK-0046755,FL-002548,PA-001228,Economy,548.44,2024-04-13
TK-0046756,FL-072919,PA-000274,Economy,792.47,2025-06-06
TK-0046757,FL-048968,PA-005275,Economy,344.54,2024-01-22
TK-0046758,FL-044064,PA-007348,Business,1655.57,2025-03-21
TK-0046759,FL-021760,PA-017885,Economy,112.4,2024-01-28
TK-0046760,FL-066951,PA-004300,Economy,720.52,2025-08-31
TK-0046761,FL-002462,PA-018219,Economy,218.77,2024-05-29
TK-0046762,FL-010586,PA-023886,Economy,378.66,2024-04-08
TK-0046763,FL-014924,PA-015675,Economy,530.75,2024-04-10
TK-0046764,FL-018297,PA-003888,Economy,97.27,2024-07-19
TK-0046765,FL-006248,PA-001408,Economy,240.01,2025-02-21
TK-0046766,FL-004158,PA-015268,Economy,616.56,2024-10-05
TK-0046767,FL-031507,PA-002377,Economy,691.65,2025-02-14
TK-0046768,FL-092409,PA-015550,Business,411.7,2025-04-06
TK-0046769,FL-099126,PA-001942,Economy,379.87,2024-06-28
TK-0046770,FL-099567,PA-008222,Business,2339.64,2025-11-29
TK-0046771,FL-037377,PA-020584,Economy,459.58,2024-08-25
TK-0046772,FL-029272,PA-006014,Economy,299.81,2023-12-27
TK-0046773,FL-032556,PA-010581,Economy,702.34,2025-06-19
TK-0046774,FL-014791,PA-013529,First,3656.85,2024-06-05
TK-0046775,FL-095723,PA-020813,First,2270.48,2025-08-09
TK-0046776,FL-065395,PA-014549,Economy,316.89,2024-04-05
TK-0046777,FL-058765,PA-010291,Economy,885.63,2024-12-26
TK-0046778,FL-036317,PA-013886,Economy,196.59,2024-12-13
TK-0046779,FL-020094,PA-010163,Economy,379.95,2024-10-29
TK-0046780,FL-050385,PA-023819,Economy,341.94,2024-02-22
TK-0046781,FL-056803,PA-016351,Business,2072.64,2025-09-17
TK-0046782,FL-031308,PA-015846,Economy,774.93,2024-05-27
TK-0046783,FL-005079,PA-022077,Economy,774.47,2025-10-03
TK-0046784,FL-047838,PA-004864,Economy,158.0,2024-03-01
TK-0046785,FL-015005,PA-004681,Economy,624.08,2024-06-29
TK-0046786,FL-027405,PA-021491,Economy,777.49,2024-02-24
TK-0046787,FL-087254,PA-010809,Economy,504.39,2024-12-30
TK-0046788,FL-062537,PA-009414,Economy,873.53,2025-11-09
TK-0046789,FL-080532,PA-014505,Economy,521.17,2024-03-03
TK-0046790,FL-038049,PA-012305,Economy,810.28,2025-11-12
TK-0046791,FL-030672,PA-018766,Economy,215.38,2024-11-12
TK-0046792,FL-096518,PA-009580,Economy,835.76,2025-09-13
TK-0046793,FL-014678,PA-024689,Economy,629.82,2024-05-22
TK-0046794,FL-085690,PA-008007,Economy,169.56,2025-02-19
TK-0046795,FL-095351,PA-011787,Economy,696.8,2024-06-25
TK-0046796,FL-022394,PA-019189,Economy,406.66,2025-04-24
TK-0046797,FL-091412,PA-012479,Economy,522.6,2025-11-15
TK-0046798,FL-071389,PA-019137,Economy,401.03,2024-03-20
TK-0046799,FL-030654,PA-008324,Economy,375.5,2024-05-31
TK-0046800,FL-063571,PA-011114,Business,853.91,2025-08-31
TK-0046801,FL-086165,PA-022496,Economy,344.66,2024-02-05
TK-0046802,FL-049690,PA-014122,Economy,474.11,2024-06-19
TK-0046803,FL-075521,PA-007035,Economy,750.36,2025-08-22
TK-0046804,FL-050390,PA-018225,Economy,510.8,2024-01-09
TK-0046805,FL-045257,PA-019502,Business,561.72,2025-03-23
TK-0046806,FL-022373,PA-008593,Business,1372.01,2025-04-28
TK-0046807,FL-029246,PA-008099,Economy,345.14,2025-05-10
TK-0046808,FL-035225,PA-004118,Economy,434.24,2025-07-01
TK-0046809,FL-021672,PA-007897,Economy,661.58,2025-02-05
TK-0046810,FL-041676,PA-018557,Business,601.42,2025-05-15
TK-0046811,FL-087031,PA-005955,Economy,819.59,2024-03-01
TK-0046812,FL-003574,PA-024275,Economy,523.75,2023-12-29
TK-0046813,FL-029570,PA-014005,Economy,140.95,2025-03-02
TK-0046814,FL-097022,PA-022494,Economy,435.55,2025-06-16
TK-0046815,FL-004281,PA-000548,Economy,289.15,2024-01-27
TK-0046816,FL-087697,PA-000169,Economy,699.64,2023-11-17
TK-0046817,FL-018129,PA-011451,Business,1659.05,2024-11-24
TK-0046818,FL-085081,PA-016327,Economy,548.07,2024-01-10
TK-0046819,FL-059276,PA-014128,Economy,254.02,2025-03-19
TK-0046820,FL-010772,PA-000315,Economy,464.46,2025-07-31
TK-0046821,FL-029614,PA-000408,Business,449.75,2024-11-09
TK-0046822,FL-009687,PA-006980,Economy,234.71,2025-11-29
TK-0046823,FL-030582,PA-011215,Economy,433.42,2023-12-13
TK-0046824,FL-022460,PA-012796,Economy,222.64,2024-04-25
TK-0046825,FL-016370,PA-014001,Economy,641.05,2023-12-02
TK-0046826,FL-089273,PA-004579,Economy,234.62,2024-03-12
TK-0046827,FL-084669,PA-007166,Economy,353.17,2025-07-31
TK-0046828,FL-025406,PA-017199,Economy,287.44,2024-06-08
TK-0046829,FL-095150,PA-016502,Economy,490.04,2025-03-11
TK-0046830,FL-014488,PA-005156,Economy,657.36,2025-06-06
TK-0046831,FL-063899,PA-011316,Economy,858.89,2025-06-26
TK-0046832,FL-092409,PA-009587,Economy,90.7,2025-03-22
TK-0046833,FL-005378,PA-013219,First,4466.05,2025-02-23
TK-0046834,FL-081565,PA-023899,Economy,739.52,2024-01-24
TK-0046835,FL-055325,PA-002996,First,1943.55,2024-06-16
TK-0046836,FL-097997,PA-021918,Economy,304.49,2024-08-06
TK-0046837,FL-075159,PA-023535,Business,918.88,2024-09-29
TK-0046838,FL-091935,PA-019823,Business,1501.19,2024-09-08
TK-0046839,FL-037805,PA-012936,Economy,295.94,2025-03-28
TK-0046840,FL-089765,PA-005849,Economy,564.44,2025-08-13
TK-0046841,FL-021228,PA-014742,Economy,241.9,2025-05-25
TK-0046842,FL-010734,PA-012903,Economy,230.28,2024-06-30
TK-0046843,FL-073858,PA-005530,Economy,400.26,2025-09-11
TK-0046844,FL-052444,PA-006277,Business,2603.36,2024-08-13
TK-0046845,FL-020211,PA-017977,Business,1802.77,2024-01-11
TK-0046846,FL-056415,PA-004147,Economy,679.15,2025-09-03
TK-0046847,FL-060404,PA-004761,Economy,765.42,2024-05-23
TK-0046848,FL-054036,PA-015839,First,4319.44,2025-09-15
TK-0046849,FL-027654,PA-019224,Economy,109.48,2025-04-07
TK-0046850,FL-032007,PA-014174,Economy,602.26,2024-03-14
TK-0046851,FL-032135,PA-020361,Economy,245.63,2025-05-22
TK-0046852,FL-098119,PA-010863,Business,971.23,2025-08-27
TK-0046853,FL-004995,PA-012517,Economy,668.77,2024-07-27
TK-0046854,FL-093415,PA-013654,Economy,145.78,2024-09-13
TK-0046855,FL-046560,PA-010722,Economy,277.69,2024-08-19
TK-0046856,FL-002852,PA-024585,Economy,360.36,2025-12-05
TK-0046857,FL-074654,PA-005974,First,2762.51,2025-02-02
TK-0046858,FL-070687,PA-020564,Economy,352.02,2025-06-05
TK-0046859,FL-011408,PA-002089,Business,1105.82,2025-08-18
TK-0046860,FL-040942,PA-002786,Economy,857.0,2024-07-27
